鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
大安區,租賃房屋,臺北市大安區基隆路二段２９１巷３５號３樓,0.0,,,,1141126,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710115,120.86,3,2,2,有,無,無,35000,290,,0.0,0,續租案件；,RPXNMLOJKIKGFFA48CC,整棟(戶)出租,無,1141210~1151209,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
中正區,租賃房屋,臺北市中正區中華路二段５３號,0.0,,,,1141128,土地0建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0620727,17.23,16,4,12,有,無,有,16000,929,,0.0,0,本案為透天建物之分租套房，本間為402室，租金包含水費、垃圾處理費，包租業者另免費附贈網路及第四台。租金總額含水費；其他垃圾處理費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPQNMLPJKIKGFAA37CC,分租套房,無,1141210~1150409,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
萬華區,租賃房屋,臺北市萬華區中華路二段４１６巷１號五樓之２,0.0,,,,1141127,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760316,89.25,2,2,1,有,有,無,28000,314,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。續租案件；,RPROMLPJKIKGFBA67CC,整棟(戶)出租,有,1141204~1151203,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
大同區,租賃房屋,臺北市大同區民權西路１３６號１４樓之５,0.0,,,,1141126,土地0建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0790323,86.32,2,2,1,有,有,無,35000,405,,0.0,0,,RPTOMLPJKIKGFBA87CC,,有,1141210~1161209,有,,
萬華區,租賃房屋,臺北市萬華區昆明街２７９之１號,0.0,,,,1141128,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住宅,鋼筋混凝土造,0610223,63.01,2,2,1,有,無,有,25000,397,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。多人共同承租2；,RPVOMLPJKIKGFBA08CC,整棟(戶)出租,無,1141201~1161031,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
中山區,租賃房屋,臺北市中山區林森北路４８５巷１８號二樓之７,0.0,,,,1141125,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0670606,140.4,3,2,2,有,有,無,42098,300,,0.0,0,租金總額含稅；其他稅、二代健保；,RPTNMLPJKIKGFCA87CC,整棟(戶)出租,有,1141225~1191224,有,,一般包租
中山區,租賃房屋,臺北市中山區林森北路２８２號七樓之５,0.0,,,,1141128,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0631113,33.77,1,0,1,有,有,有,15000,444,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。續租案件；,RPVNMLPJKIKGFCA08CC,獨立套房,有,1141220~1151219,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,社會住宅包租轉租
內湖區,租賃房屋,臺北市內湖區民權東路六段１８０巷６號五樓之１２,0.0,,,,1141128,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,0881102,75.80000000000001,1,1,0,有,有,無,30151,398,,0.0,0,租金總額含稅；其他二代健保補充保費；,RPOOMLPJKIKGFCA47CC,,有,1150101~1171231,有,,
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141128,土地0建物0車位0,七層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,19500,635,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPQNMLPJKIKGFDA67CC,分租套房,有,1141218~1151217,有,冷氣、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區長春路３４３號四樓,0.0,,,,1141128,土地0建物0車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760929,62.82,3,2,3,有,有,有,43800,697,,0.0,0,租金總額含水費；電費；瓦斯費；網路費；,RPVNMLPJKIKGFDA18CC,分租套房,有,1141201~1160531,有,冷氣、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141128,土地0建物0車位0,八層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.49,300,10,300,有,無,有,21500,705,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；,RPWNMLPJKIKGFDA28CC,分租套房,有,1141128~1151127,有,冷氣、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141128,土地0建物0車位0,十三層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.73,300,10,300,有,無,有,20500,667,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPOOMLPJKIKGFDA57CC,分租套房,有,1150122~1160121,有,冷氣、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141128,土地0建物0車位0,八層,15,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0721005,30.49,300,10,300,有,無,有,21500,705,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；,RPROMLPJKIKGFDA87CC,分租套房,有,1141128~1151127,有,冷氣、電視機、冰箱,一般轉租
北投區,租賃房屋,臺北市北投區致遠二路９５巷４０號四樓,0.0,,,,1141125,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600416,78.33,3,2,1,有,無,無,18000,230,,0.0,0,含增建或未登記建物；,RPWNMLPJKIKGFEA38CC,整棟(戶)出租,無,1150225~1250224,無,,一般包租
大安區,租賃房屋,臺北市大安區通化街４９號７樓之１,0.0,,,,1141126,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661027,48.09,2,1,1,有,無,有,40800,848,,0.0,0,多人共同承租2；租金總額含網路費；,RPVNMLPJKIKGFFA38CC,整棟(戶)出租,無,1141201~1150228,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
大同區,租賃房屋,臺北市大同區雙連街７７號１０樓之３,0.0,,,,1141125,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060726,90.18,2,2,1,有,有,有,65000,721,,0.0,0,租金總額含管理費；網路費；其他有線電視費用；續租案件；,RPQNMLQJKIKGFBA57CC,整棟(戶)出租,有,1141125~1151124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
中山區,租賃房屋,臺北市中山區南京東路二段１８８號６樓,0.0,,,,1141124,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990528,136.03,3,2,2,有,有,有,70000,515,,0.0,0,租金總額含管理費；續租案件；,RPQNMLQJKIKGFCA67CC,整棟(戶)出租,有,1141124~1161123,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
松山區,租賃房屋,臺北市松山區八德路四段９２號,0.0,,,,1141127,土地0建物0車位0,全,3,透天厝,,加強磚造,,34.0,4,4,4,有,無,有,24000,706,,0.0,0,含增建或未登記建物；續租案件；,RPXNMLQJKIKGFDA48CC,分租套房,無,1141230~1150329,無,冷氣、熱水器、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
中正區,租賃房屋+車位,臺北市中正區延平南路８９號５樓之５,0.0,,,,1141124,土地0建物1車位1,五層,15,住宅大樓(11層含以上有電梯),（第二組）多戶住宅（Ｈ２）,鋼筋混凝土造,1131104,85.78,1,2,1,有,有,有,42000,490,塔式車位,12.57,0,114年11月24日起至114年11月30日止為免租搬遷期，免租但自交屋日起即付房屋保管與使用責任，免租約期屆滿之次日起，承租方應依約開始支付租金。,RPSNMLSJKIKGFBA97CC,整棟(戶)出租,有,1141201~1161130,有,冷氣、熱水器、洗衣機、電視機、冰箱,
中山區,租賃房屋,臺北市中山區農安街６號２樓之１０,0.0,,,,1141126,土地0建物1車位0,二層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980622,64.14,1,0,1,有,有,有,60000,935,,0.0,0,,RPPNMLSJKIKGFCA77CC,整棟(戶)出租,有,1141126~1141226,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
中山區,租賃房屋,臺北市中山區農安街８號８樓之３,0.0,,,,1141125,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980622,51.47,1,0,1,有,有,有,60000,1166,,0.0,0,,RPTNMLSJKIKGFCA18CC,整棟(戶)出租,有,1141125~1141225,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
中山區,租賃房屋,臺北市中山區農安街８號１１樓之６,0.0,,,,1141124,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980622,53.230000000000004,1,0,1,有,有,有,60000,1127,,0.0,0,,RPUNMLSJKIKGFCA28CC,整棟(戶)出租,有,1141124~1150227,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
內湖區,租賃房屋,臺北市內湖區內湖路一段４９號４樓,0.0,,,,1141127,土地0建物0車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780920,30.22,10,0,10,有,無,有,31000,1026,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPSOMLSJKIKGFCA18CC,分租套房,無,1141130~1160329,有,冷氣、熱水器、洗衣機、冰箱,一般轉租
內湖區,租賃房屋,臺北市內湖區東湖路１１３巷４９弄４１號,0.0,,,,1141128,土地0建物1車位0,一層,8,店面(店鋪),商業用,鋼筋混凝土造,0840513,108.78,1,1,1,有,有,無,35000,322,,0.0,0,114/12/01至115/01/31止為免租金裝潢期.租金總額含稅；租賃期間有約定不同租金115/02/01至117/11/30止每月租金為新台幣35000元整含稅；117/12/01至119/11/30止每月租金為新台幣38000元整含稅.；,RPTOMLSJKIKGFCA28CC,,有,1141201~1191130,有,,
松山區,租賃房屋,臺北市松山區復興北路８１巷６號７樓,0.0,,,,1141125,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1001031,224.51999999999998,3,2,2,有,有,有,65000,290,,0.0,0,租金總額含管理費；其他租金內含所得稅、健保補充保費；續租案件；,RPRNMLSJKIKGFDA08CC,整棟(戶)出租,有,1141217~1151216,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
南港區,租賃房屋,臺北市南港區園區街１７號四樓之１,0.0,,,,1141128,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951116,89.97999999999999,2,2,1,有,有,有,42000,467,,0.0,0,租金總額含管理費；,RPVNMLSJKIKGFDA48CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、洗衣機、電視機、冰箱,
南港區,租賃房屋,臺北市南港區研究院路三段６８巷１０弄２號３樓,0.0,,,,1141128,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670801,108.03,2,2,2,有,無,無,30000,278,,0.0,0,,RPWNMLSJKIKGFDA58CC,整棟(戶)出租,無,1141201~1150731,無,,
信義區,租賃房屋,臺北市信義區忠孝東路五段４４２號３樓,28.0,商,,,1141125,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610503,85.07,3,2,1,有,無,無,37000,435,,0.0,0,,RPXNMLSJKIKGFDA68CC,整棟(戶)出租,無,1141205~1161204,無,熱水器、瓦斯或天然氣,
松山區,租賃房屋,臺北市松山區八德路四段６４３號二樓,0.0,,,,1141126,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0660914,35.98,4,2,2,有,無,有,23000,639,,0.0,0,此間格局為2/1/1多人共同承租2；,RPQOMLSJKIKGFDA08CC,分租套房,無,1141126~1151125,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
松山區,租賃房屋,臺北市松山區八德路四段６４３號二樓,0.0,,,,1141126,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0660914,35.98,4,2,2,有,無,有,23000,639,,0.0,0,此間格局為2/1/1多人共同承租2；,RPROMLSJKIKGFDA18CC,分租套房,無,1141126~1151125,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
士林區,租賃房屋,臺北市士林區德行西路３６號六樓之１１,0.0,,,,1141122,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),策略性產業（資訊服務業）,鋼筋混凝土造,0970502,47.99,1,1,1,有,有,有,27549,574,,0.0,0,租金已扣除管理費1451元含增建或未登記建物；,RPUNMLSJKIKGFEA48CC,獨立套房,有,1141207~1151206,有,冷氣、熱水器、洗衣機、冰箱,
北投區,租賃房屋,臺北市北投區公?路２７６巷２號五樓,0.0,,,,1141121,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850118,44.480000000000004,1,1,1,有,有,有,12300,277,,0.0,0,管理費每個月600元不包含在租金內,RPQOMLSJKIKGFEA18CC,獨立套房,無,1141201~1171130,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
北投區,租賃房屋,臺北市北投區石牌路一段３９巷１３３弄７號３樓,0.0,,,,1141128,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640206,114.96,4,2,2,有,無,有,35000,304,,0.0,0,多人共同承租2；續租案件；,RPSOMLSJKIKGFEA38CC,整棟(戶)出租,無,1141225~1151224,無,熱水器、洗衣機、電視機、冰箱,社會住宅代管
大安區,租賃房屋,臺北市大安區通化街４９號７樓之１,0.0,,,,1141126,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661027,48.09,2,1,1,有,無,有,40800,848,,0.0,0,多人共同承租2；租金總額含網路費；,RPUNMLSJKIKGFFA58CC,整棟(戶)出租,無,1141201~1150228,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
大安區,租賃房屋,臺北市大安區四維路１６２巷４之１號２樓,0.0,,,,1141127,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0580626,13.0,6,0,6,有,無,有,9200,708,,0.0,0,此物件為分割物件新約-A房租金總額含網路費；,RPWNMLSJKIKGFFA78CC,分租套房,無,1141027~1150831,無,冷氣、電視機、冰箱、瓦斯或天然氣、網路,一般代管
中山區,租賃房屋,臺北市中山區松江路１２６號４樓之３,0.0,,,,1141127,土地0建物1車位0,四層,17,辦公商業大樓,一般事務所,鋼骨造,1011116,268.59000000000003,0,0,0,無,有,無,235625,877,,0.0,0,多人共同承租4；租金總額含稅；租賃期間有約定不同租金（3-1）114/12/01~115/03/31，共計4個月：235625元/月含稅。（3-2）115/04/01~115/11/30，共計8個月：243750元/月含稅。（3-3）115/12/01~116/11/30，共計1年：251875元/月含稅。（3-4）116/12/01~117/11/30，共計1年：260000元/月含稅。；續租案件；,RPPNMLSJKIKGFCA87DC,,有,1141201~1171130,有,,
萬華區,租賃房屋,臺北市萬華區成都路６７號八樓之８,0.0,,,,1141126,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840112,46.11,1,0,1,有,有,有,23500,510,,0.0,0,,RPWNMLTJKIKGFBA48CC,整棟(戶)出租,有,1141201~1171130,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
中正區,租賃房屋,臺北市中正區仁愛路二段４９號,0.0,,,,1141121,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0651215,165.89,0,0,0,無,無,無,150000,904,,0.0,0,租金總額含稅；租賃期間有約定不同租金第一年至第二年月租15萬元含稅第三年至第五年月租16萬元含稅；續租案件；,RPTOMLTJKIKGFBA28CC,,有,1141201~1191130,有,,
萬華區,租賃房屋,臺北市萬華區西寧南路１１號六樓之９,0.0,,,,1141128,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710621,22.77,1,0,1,有,有,有,15000,659,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPVOMLTJKIKGFBA48CC,獨立套房,有,1141201~1150924,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
內湖區,租賃房屋,臺北市內湖區民權東路６段１５０之１號１１樓之８,0.0,,,,1141127,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980106,42.92,1,0,1,有,有,有,18000,419,,0.0,0,,RPVPMLTJKIKGFCA68CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
中山區,租賃房屋,臺北市中山區長安東路二段３１號６樓,0.0,,,,1141125,土地0建物1車位0,六層,7,辦公商業大樓,商業用,鋼筋混凝土造,0681217,153.35,0,0,0,無,有,無,60000,391,,0.0,0,免租金裝潢期簽約日起至民國114年12月31日租金總額含稅；,RPQQMLTJKIKGFCA28CC,,有,1150101~1171231,有,,
信義區,租賃房屋,臺北市信義區虎林街７４巷２３號１樓,0.0,,,,1141128,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0710622,106.66000000000001,3,2,1,有,有,有,33000,309,,0.0,0,多人共同承租2；,RPTNMLTJKIKGFDA38CC,整棟(戶)出租,有,1141201~1151130,無,冷氣、熱水器,社會住宅代管
信義區,租賃房屋,臺北市信義區基隆路２段１７７號７樓之３,0.0,,,,1141124,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990901,74.46000000000001,1,2,1,有,有,有,98000,1316,,0.0,0,租金總額含電費；其他含400度電費.超過每度2元；,RPVNMLTJKIKGFDA58CC,整棟(戶)出租,有,1141124~1141224,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
信義區,租賃房屋,臺北市信義區中坡北路１５巷１５號三樓,0.0,,,,1141128,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721011,124.28,3,2,2,有,無,有,78000,628,,0.0,0,租金總額含稅；其他清潔費、電梯維護費；,RPTOMLTJKIKGFDA48CC,,無,1141201~1150228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
北投區,租賃房屋,臺北市北投區台北市北投區中和街４０之３５４號,6.17,其他,,,1141121,土地1建物1車位0,一層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0690821,46.86,0,0,0,無,有,無,11000,235,,0.0,0,租金總額含稅；,RPQNMLTJKIKGFEA18CC,,無,1141201~1151130,有,冷氣,
大安區,租賃房屋,臺北市大安區雲和街４７之３號,0.0,,,,1141126,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0580424,11.57,9,0,9,有,無,有,12800,1106,,0.0,0,租金總額含網路費；,RPWNMLTJKIKGFFA88CC,分租套房,無,1141130~1150629,無,冷氣、熱水器、洗衣機、網路,一般轉租
大安區,租賃房屋,臺北市大安區雲和街４７之３號,0.0,,,,1141124,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0580424,11.57,9,0,9,有,無,有,12800,1106,,0.0,0,租金總額含網路費；,RPXNMLTJKIKGFFA98CC,分租套房,無,1141201~1150630,無,冷氣、熱水器、洗衣機、冰箱、網路,一般轉租
