鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務,城市,坪數,每坪租金,交易年,建築年,屋齡,樓層
中和區,租賃房屋,新北市中和區景安路２２３巷６號２樓,0.0,,,,1141125,土地0建物1車位0,二層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690307.0,86.77,3,2,1,有,無,有,26000,300.0,,0.0,0,續租案件；,RPVNMLRLJIKGFHF76CC,整棟(戶)出租,無,1141218~1151217,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管,新北市,26.247925,990.5544914502766,114,69.0,45.0,2.0
中和區,租賃房屋,新北市中和區枋寮街１３號２樓,0.0,,,,1141125,土地0建物0車位0,二層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670918.0,18.67,4,0,4,有,無,有,9500,509.0,,0.0,0,承租 B房租金總額含水費；網路費；其他MOD；,RPROMLRLJIKGFHF09CC,分租套房,無,1141125~1151209,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管,新北市,5.6476750000000004,1682.1081241395793,114,67.0,47.0,2.0
永和區,租賃房屋,新北市永和區永寧街６２巷５號５樓,0.0,,,,1141126,土地0建物0車位0,五層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730312.0,57.99,4,2,2,有,無,有,24000,414.0,,0.0,0,承租 A房多人共同承租2；租金總額含水費；,RPSOMLRLJIKGFHF56CC,分租套房,無,1141126~1151209,無,冷氣、熱水器、洗衣機、電視機、冰箱,,新北市,17.541975,1368.1469731885948,114,73.0,41.0,5.0
永和區,租賃房屋,新北市永和區民享街２３巷９號,0.0,,,,1141121,土地0建物1車位0,一層,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,620718.0,58.59,3,2,1,有,無,無,15000,256.0,,0.0,0,續租案件；,RPWOMLRLJIKGFHF96CC,整棟(戶)出租,無,1150207~1160206,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租,新北市,17.723475,846.335157185597,114,62.0,52.0,1.0
中和區,租賃房屋,新北市中和區中山路二段３３號四樓之九,0.0,,,,1141121,土地0建物1車位0,四層,13.0,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,880906.0,32.25,1,0,1,有,有,有,14700,456.0,,0.0,0,另有管理費300元，由承租人負擔。,RPOPMLRLJIKGFHF88CC,獨立套房,有,1141212~1151211,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管,新北市,9.755625,1506.82298673842,114,88.0,26.0,4.0
永和區,租賃房屋,新北市永和區環河西路二段２３５號８樓之５,0.0,,,,1141121,土地0建物1車位0,八層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880530.0,111.61,3,2,2,有,有,有,31500,282.0,,0.0,0,續租案件；,RPPPMLRLJIKGFHF98CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管,新北市,33.762025,933.0009085651704,114,88.0,26.0,8.0
中和區,租賃房屋,新北市中和區景安路１２０號五樓,0.0,,,,1141121,土地0建物1車位0,五層,23.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070810.0,142.01999999999998,3,2,2,有,有,無,45800,322.0,,0.0,0,,RPVPMLRLJIKGFHF96CC,整棟(戶)出租,有,1141125~1151204,有,冷氣、熱水器、瓦斯或天然氣,一般轉租,新北市,42.96104999999999,1066.0819509765242,114,107.0,7.0,5.0
三峽區,租賃房屋,新北市三峽區民權街２１３號四樓之２,0.0,,,,1141123,土地0建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870106.0,126.35,3,2,2,有,有,有,19900,157.0,,0.0,0,管理費每個月3000元不包含在租金內,RPQNMLRLJIKGFIF98CC,整棟(戶)出租,有,1141201~1171130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租,新北市,38.220875,520.6578865606818,114,87.0,27.0,4.0
樹林區,租賃房屋,新北市樹林區文化街２５巷３２號二樓,0.0,,,,1141126,土地0建物1車位0,二層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,790811.0,115.22,3,2,2,有,無,有,25000,217.0,,0.0,0,,RPWNMLRLJIKGFIF96CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、電視機、瓦斯或天然氣,社會住宅代管,新北市,34.85405,717.2767583681093,114,79.0,35.0,2.0
三峽區,租賃房屋,新北市三峽區長泰街５７號七樓之三,0.0,,,,1141127,土地0建物1車位0,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971016.0,44.7,2,1,1,有,有,有,17100,383.0,,0.0,0,管理費400元，水電費 瓦斯費 由承租人負擔,RPXNMLRLJIKGFIF07CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管,新北市,13.52175,1264.6292084974207,114,97.0,17.0,7.0
樹林區,租賃房屋,新北市樹林區學勤路２４２號１８樓,0.0,,,,1141124,土地0建物1車位0,十八層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951101.0,87.07,2,1,1,有,有,有,26000,299.0,,0.0,0,管理費：2000元，租金不含管理費，由承租人負擔。,RPOOMLRLJIKGFIF88CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管,新北市,26.338675,987.1415323663776,114,95.0,19.0,18.0
樹林區,租賃房屋,新北市樹林區後站街３巷１６號十一樓,0.0,,,,1141121,土地0建物1車位0,十一層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860607.0,98.48,2,2,2,有,有,有,17100,174.0,,0.0,0,續租案件；,RPPOMLRLJIKGFIF98CC,整棟(戶)出租,有,1141201~1151130,有,熱水器、瓦斯或天然氣,社會住宅代管,新北市,29.7902,574.0142731502307,114,86.0,28.0,11.0
板橋區,租賃房屋,新北市板橋區漢生東路７３巷７號四樓,0.0,,,,1141122,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740130.0,92.01,3,2,2,有,無,有,25000,272.0,,0.0,0,租金總額含網路費；其他第四台；,RPSNMLSLJIKGFAF48CC,整棟(戶)出租,無,1141205~1151204,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、有線電視、網路,社會住宅代管,新北市,27.833025,898.2135430841599,114,74.0,40.0,4.0
土城區,租賃房屋,新北市土城區三民路２３巷７號三樓,0.0,,,,1141127,土地0建物1車位0,三層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680616.0,52.84,4,1,1,有,無,無,15000,284.0,,0.0,0,續租案件；,RPVNMLSLJIKGFAF78CC,整棟(戶)出租,無,1141201~1151130,無,熱水器、瓦斯或天然氣,社會住宅代管,新北市,15.9841,938.4325673638178,114,68.0,46.0,3.0
土城區,租賃房屋,新北市土城區學府路一段１６６號十二樓,0.0,,,,1141127,土地0建物1車位0,十二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840802.0,104.09,2,2,1,有,有,有,22000,211.0,,0.0,0,管理費每個月730元不包含在租金內。,RPWNMLSLJIKGFAF88CC,整棟(戶)出租,有,1141201~1171130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租,新北市,31.487225,698.6960584808601,114,84.0,30.0,12.0
板橋區,租賃房屋,新北市板橋區銘傳街４１號四樓,0.0,,,,1141125,土地0建物1車位0,四層,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,,64.1,2,2,1,有,無,有,18000,281.0,,0.0,0,管理費元，水電費 瓦斯費 由承租人負擔,RPXNMLSLJIKGFAF98CC,整棟(戶)出租,無,1141210~1151209,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管,新北市,19.390249999999998,928.3015948737124,114,,,4.0
土城區,租賃房屋,新北市土城區學府路一段１８９巷９號五樓,0.0,,,,1141128,土地0建物1車位0,五層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741015.0,97.23,3,2,1,有,無,無,20000,206.0,,0.0,0,水、電由承租人負擔續租案件；,RPQOMLSLJIKGFAF38CC,整棟(戶)出租,無,1141208~1151207,無,冷氣、熱水器,社會住宅代管,新北市,29.412075,679.9928260756849,114,74.0,40.0,5.0
板橋區,租賃房屋,新北市板橋區自強新村４３之１號５樓,0.0,,,,1141128,土地0建物1車位0,五層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690805.0,97.25,3,2,2,有,有,有,21800,224.0,,0.0,0,管理費：500元，租金不含管理費，由承租人負擔。,RPVOMLSLJIKGFAF88CC,整棟(戶)出租,無,1141201~1171130,無,冷氣、熱水器,社會住宅代管,新北市,29.418125,741.0397501540292,114,69.0,45.0,5.0
新莊區,租賃房屋,新北市新莊區自強街２３巷７號３樓,0.0,,,,1141126,土地0建物1車位0,三層,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,651013.0,73.6,2,1,2,有,無,有,22000,299.0,,0.0,0,,RPSNMLSLJIKGFBF58CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租,新北市,22.264,988.1422924901186,114,65.0,49.0,3.0
五股區,租賃房屋+車位,新北市五股區新五路三段１５３號五樓,0.0,,,,1141127,土地0建物1車位1,五層,19.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060721.0,134.11,3,2,2,有,有,有,25900,205.0,坡道平面,22.66,3000,每個月管理費2100元由承租人負擔,RPTNMLSLJIKGFBF68CC,整棟(戶)出租,有,1141205~1151204,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租,新北市,40.568275,638.4299061273865,114,106.0,8.0,5.0
新莊區,租賃房屋,新北市新莊區富貴路１２３號３樓之３,0.0,,,,1141127,土地0建物1車位0,三層,21.0,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,1121020.0,89.4,2,1,1,有,有,有,23000,257.0,,0.0,0,管理費1965元由承租人負擔。,RPUNMLSLJIKGFBF78CC,整棟(戶)出租,有,1141127~1151126,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管,新北市,27.0435,850.4816314456339,114,112.0,2.0,3.0
新莊區,租賃房屋,新北市新莊區萬安街１０２巷６號３樓,0.0,,,,1141125,土地0建物1車位0,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680717.0,77.76,2,2,1,有,無,有,18000,231.0,,0.0,0,,RPXNMLSLJIKGFBF09CC,整棟(戶)出租,無,1141201~1170531,無,冷氣、熱水器、洗衣機、電視機,社會住宅包租轉租,新北市,23.5224,765.2280379553107,114,68.0,46.0,3.0
新店區,租賃房屋,新北市新店區中央路１５３號１９樓之１６,0.0,,,,1141125,土地0建物1車位0,十九層,29.0,住宅大樓(11層含以上有電梯),一般事務所,鋼骨構造、鋼筋混凝土構造,1011114.0,47.44,1,0,1,有,有,有,21000,443.0,,0.0,0,,RPSNMLSLJIKGFCF68CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租,新北市,14.350599999999998,1463.3534486362942,114,101.0,13.0,19.0
新店區,租賃房屋,新北市新店區環河路６６號８樓,0.0,,,,1141121,土地0建物1車位0,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850422.0,152.92,2,2,2,有,有,有,28000,183.0,,0.0,0,未租賃車位，建物登記含有車位面積；續租案件；,RPTNMLSLJIKGFCF78CC,整棟(戶)出租,有,1141210~1151209,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管,新北市,46.25829999999999,605.2967791726027,114,85.0,29.0,8.0
汐止區,租賃房屋,新北市汐止區福德二路６９之１號３樓,0.0,,,,1141127,土地0建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980123.0,112.68,2,2,2,有,有,無,29000,257.0,,0.0,0,管理費3750元由承租人負擔,RPRNMLSLJIKGFDF68CC,整棟(戶)出租,有,1141205~1171204,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,,新北市,34.0857,850.7966683975977,114,98.0,16.0,3.0
汐止區,租賃房屋,新北市汐止區大同路三段６２１號３樓之６,0.0,,,,1141128,土地0建物1車位0,三層,32.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880203.0,97.38,2,2,2,有,有,無,20500,211.0,,0.0,0,,RPWNMLSLJIKGFDF56CC,整棟(戶)出租,有,1141205~1161204,有,冷氣、熱水器、瓦斯或天然氣,,新北市,29.457449999999998,695.9190289722974,114,88.0,26.0,3.0
汐止區,租賃房屋,新北市汐止區中興路１６８號１１樓,0.0,,,,1141126,土地0建物1車位0,十一層,17.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,870403.0,113.46,2,2,2,有,有,無,8000,71.0,,0.0,0,管理費：2230元，租金不含管理費，由承租人負擔。續租案件；,RPOOMLSLJIKGFDF48CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機,社會住宅包租轉租,新北市,34.32165,233.0890268970169,114,87.0,27.0,11.0
淡水區,租賃房屋+車位,新北市淡水區沙崙路一段４１號５樓,0.0,,,,1141125,土地0建物1車位1,五層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306.0,132.27,3,2,2,有,有,有,24753,187.0,坡道平面,26.13,0,多人共同承租4；,RPPNMLSLJIKGFEF58CC,整棟(戶)出租,有,1141218~1151217,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,,新北市,40.011675000000004,618.6444331560725,114,108.0,6.0,5.0
淡水區,租賃房屋+車位,新北市淡水區新市二路二段３６號１３樓,0.0,,,,1141127,土地0建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227.0,128.03,2,2,1,有,有,有,18964,148.0,坡道平面,29.76,0,,RPRNMLSLJIKGFEF78CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,,新北市,38.729075,489.657963687488,114,107.0,7.0,13.0
淡水區,租賃房屋,新北市淡水區自強路１１０之１１號,0.0,,,,1141126,土地0建物1車位0,一層,11.0,其他,店鋪,鋼筋混凝土造,1130902.0,73.78,0,0,1,有,有,無,26000,352.0,,0.0,0,租金總額含稅；管理費；,RPXNMLSLJIKGFEF76CC,,有,1141216~1161215,有,冷氣,,新北市,22.31845,1164.955451655469,114,113.0,1.0,1.0
蘆洲區,租賃房屋+車位,新北市蘆洲區中興街９５號十樓之二,0.0,,,,1141126,土地0建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090115.0,67.63,2,1,1,有,有,有,30000,444.0,坡道平面,0.0,0,續租案件；,RPPNMLSLJIKGFGF78CC,整棟(戶)出租,有,1141215~1151214,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般代管,新北市,20.458074999999997,1466.4136288482666,114,109.0,5.0,10.0
三重區,租賃房屋,新北市三重區興德路６８號１０樓,0.0,,,,1141123,土地0建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1111201.0,139.14,2,1,1,有,有,有,28000,201.0,,0.0,0,管理費每個月4200元不包含在租金內未租賃車位，建物登記含有車位面積；續租案件；,RPTNMLSLJIKGFGF56CC,整棟(戶)出租,有,1150105~1160104,有,冷氣、熱水器,社會住宅代管,新北市,42.08984999999999,665.2435207062987,114,111.0,3.0,10.0
三重區,租賃房屋,新北市三重區中正南路２４號四樓,0.0,,,,1141126,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710629.0,37.26,2,1,1,有,無,有,12000,322.0,,0.0,0,水電費由承租人負擔續租案件；,RPVNMLSLJIKGFGF76CC,整棟(戶)出租,無,1141225~1151224,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管,新北市,11.271149999999999,1064.6650962856497,114,71.0,43.0,4.0
三重區,租賃房屋,新北市三重區仁愛街２９８之１號十三樓,0.0,,,,1141123,土地0建物1車位0,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960209.0,91.47,2,2,1,有,有,有,23000,251.0,,0.0,0,,RPWNMLSLJIKGFGF86CC,整棟(戶)出租,有,1141201~1151201,有,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣、有線電視、網路,,新北市,27.669674999999998,831.2349169262018,114,96.0,18.0,13.0
三重區,租賃房屋,新北市三重區重新路三段１５０號１５樓之３,0.0,,,,1141125,土地0建物1車位0,十五層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1031226.0,62.379999999999995,1,0,1,有,有,有,25000,401.0,,0.0,0,,RPXNMLSLJIKGFGF96CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租,新北市,18.86995,1324.8577765176908,114,103.0,11.0,15.0
三重區,租賃房屋,新北市三重區重新路三段１５０號１６樓之７,0.0,,,,1141125,土地0建物1車位0,十六層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1031226.0,62.379999999999995,1,0,1,有,有,有,25000,401.0,,0.0,0,,RPOOMLSLJIKGFGF78CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱,一般轉租,新北市,18.86995,1324.8577765176908,114,103.0,11.0,16.0
三重區,租賃房屋,新北市三重區重新路三段１５０號１８樓,0.0,,,,1141125,土地0建物1車位0,十八層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1031226.0,110.94,1,0,1,有,有,有,25000,225.0,,0.0,0,未租賃車位，建物登記含有車位面積；,RPPOMLSLJIKGFGF88CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機,一般轉租,新北市,33.559349999999995,744.9488741587666,114,103.0,11.0,18.0
蘆洲區,租賃房屋,新北市蘆洲區長安街１２３號３樓,0.0,,,,1141121,土地0建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800419.0,159.56,3,2,2,有,有,無,24500,154.0,,0.0,0,續租案件；,RPROMLSLJIKGFGF09CC,整棟(戶)出租,無,1141130~1151129,有,熱水器、瓦斯或天然氣,社會住宅代管,新北市,48.2669,507.5942312433572,114,80.0,34.0,3.0
蘆洲區,租賃房屋,新北市蘆洲區長安街１２３號２樓,0.0,,,,1141121,土地0建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800419.0,159.56,3,2,2,有,有,無,24500,154.0,,0.0,0,續租案件；,RPSOMLSLJIKGFGF56CC,整棟(戶)出租,無,1141223~1151222,有,熱水器、瓦斯或天然氣,社會住宅代管,新北市,48.2669,507.5942312433572,114,80.0,34.0,2.0
中和區,租賃房屋,新北市中和區景新街３４２號十二樓之三,0.0,,,,1141127,土地0建物1車位0,十二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881022.0,107.33,3,2,2,有,有,無,20000,186.0,,0.0,0,管理費1950元，水電費 瓦斯費 由承租人負擔續租案件；,RPOOMLSLJIKGFHF88CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管,新北市,32.467324999999995,616.0039362651528,114,88.0,26.0,12.0
三峽區,租賃房屋,新北市三峽區民生街１４６巷２號三樓,0.0,,,,1141128,土地0建物1車位0,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740404.0,97.7,3,2,2,有,無,有,8000,82.0,,0.0,0,水、電由承租人負擔續租案件；,RPTNMLSLJIKGFIF76CC,整棟(戶)出租,無,1150101~1151231,無,冷氣、熱水器、洗衣機、電視機,社會住宅代管,新北市,29.55425,270.68864884069126,114,74.0,40.0,3.0
樹林區,租賃房屋,新北市樹林區復興路３４２號６樓,0.0,,,,1141125,土地0建物1車位0,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800912.0,138.5,3,2,2,有,有,無,19900,144.0,,0.0,0,管理費每個月1500元不包含在租金內續租案件；,RPUNMLSLJIKGFIF86CC,整棟(戶)出租,有,1141213~1151212,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管,新北市,41.89625,474.9828445266581,114,80.0,34.0,6.0
三峽區,租賃房屋,新北市三峽區國慶路１５６號十三樓之七,0.0,,,,1141128,土地0建物1車位0,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951208.0,83.26,2,1,1,有,有,有,23000,276.0,,0.0,0,管理費1300， 水、電、瓦斯由承租人負擔多人共同承租2；,RPXNMLSLJIKGFIF17CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管,新北市,25.18615,913.2003104881055,114,95.0,19.0,13.0
淡水區,租賃房屋,新北市淡水區英專路１９６號五樓,0.0,,,,1141126,土地0建物0車位0,五層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690620.0,16.54,5,0,5,有,無,有,6500,393.0,,0.0,0,租金總額含網路費；其他第四台；租賃期間有約定不同租金11/27簽約繳納:114/12/01-115/02/28租金共為19500元3/10前繳納:115/03/01-115/05/31租金共為19500元6/10前繳納:115/06/01-115/08/31租金共為20000元9/10前繳納:115/09/01-115/11/30租金共為20000元；,RPRNMLTLJIKGFEF88CC,分租套房,無,1141201~1151130,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管,新北市,5.003349999999999,1299.1295831792702,114,69.0,45.0,5.0
淡水區,租賃房屋,新北市淡水區新民街１８０巷６號五樓,0.0,,,,1141125,土地0建物0車位0,五層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770730.0,25.5,4,0,4,有,無,有,8500,333.0,,0.0,0,多人共同承租2；租金總額含網路費；其他第四台；,RPVNMLTLJIKGFEF66CC,分租套房,無,1141201~1150731,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管,新北市,7.71375,1101.9283746556473,114,77.0,37.0,5.0
淡水區,租賃房屋,新北市淡水區下圭柔山７０巷３號四樓,0.0,,,,1141125,土地0建物1車位0,四層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701228.0,111.0,4,2,1,有,無,無,15000,135.0,,0.0,0,不吸毒、不做違法之事,RPWNMLTLJIKGFEF76CC,整棟(戶)出租,無,1141201~1171130,無,,,新北市,33.5775,446.72771945499215,114,70.0,44.0,4.0
淡水區,租賃房屋+車位,新北市淡水區濱海路二段２０２巷２５號七樓,0.0,,,,1141123,土地0建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031021.0,108.71,2,1,1,有,有,無,21000,193.0,坡道平面,31.27,0,租金總額含管理費；其他含管含車一個汽車車位B4+機車車位B1；,RPROMLTLJIKGFEF98CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,,新北市,32.884775,638.5933916227191,114,103.0,11.0,7.0
淡水區,租賃房屋,新北市淡水區英專路３５號２樓,0.0,,,,1141128,土地0建物1車位0,二層,3.0,公寓(5樓含以下無電梯),住家用,加強磚造,630208.0,96.37,2,1,2,有,無,無,38000,394.0,,0.0,0,租賃期間有約定不同租金115年租金為每月36000元116年-117年租金為每月38000元；,RPQNMLKMJIKGFEF97CC,整棟(戶)出租,無,1150101~1171231,無,冷氣,,新北市,29.151925000000002,1303.5159770752703,114,63.0,51.0,2.0
淡水區,租賃房屋+車位,新北市淡水區新市一路一段２６２之１３號１３樓,0.0,,,,1141130,土地0建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140314.0,211.09,4,2,2,有,有,有,34375,163.0,坡道平面,27.91,0,租金已扣除管理費3625元,RPSNMLKMJIKGFEF18CC,整棟(戶)出租,有,1141215~1151214,有,熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,,新北市,63.854725,538.3313450962321,114,114.0,0.0,13.0
中和區,租賃房屋,新北市中和區景新街３３３之１號６樓,0.0,,,,1141123,土地0建物1車位0,六層,7.0,華廈(10層含以下有電梯),集合住宅,鋼骨構造,1110224.0,60.31999999999999,1,2,1,有,有,無,26000,431.0,,0.0,0,租金總額含管理費；,RPQNMLKMJIKGFHF28CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、冰箱、瓦斯或天然氣,,新北市,18.246799999999997,1424.907381020234,114,111.0,3.0,6.0
土城區,租賃房屋+車位,新北市土城區青仁路１２０號五樓,0.0,,,,1141125,土地0建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1111115.0,131.91,2,2,1,有,有,有,29532,224.0,坡道平面,26.54,0,租金已扣除管理費3468元,RPPNMLLJKIKGFAF37CC,整棟(戶)出租,有,1150101~1150228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,,新北市,39.902775,740.0989028958512,114,111.0,3.0,5.0
板橋區,租賃房屋,新北市板橋區新府路１３８號四樓,0.0,,,,1141124,土地0建物1車位0,四層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971119.0,39.19,1,0,1,有,有,有,18000,459.0,,0.0,0,,RPQNMLLJKIKGFAF47CC,獨立套房,有,1141124~1150429,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租,新北市,11.854975,1518.3498910794835,114,97.0,17.0,4.0
板橋區,租賃房屋,新北市板橋區貴興路２號８樓,0.0,,,,1141126,土地0建物1車位0,八層,11.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061023.0,93.21,1,0,1,有,有,有,21300,229.0,,0.0,0,,RPTNMLLJKIKGFAF77CC,整棟(戶)出租,無,1141126~1151209,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租,新北市,28.196025,755.4256318044831,114,106.0,8.0,8.0
土城區,租賃房屋,新北市土城區福安街８０之３號二樓,0.0,,,,1141125,土地0建物1車位0,二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,921126.0,100.28,2,2,1,有,有,有,20400,203.0,,0.0,0,每月管理費1600元由承租人負擔。,RPXNMLLJKIKGFAF18CC,整棟(戶)出租,有,1141220~1151219,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管,新北市,30.334699999999998,672.4971732042842,114,92.0,22.0,2.0
板橋區,租賃房屋,新北市板橋區國光路１８０號五樓,0.0,,,,1141125,土地0建物1車位0,五層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690526.0,84.45,3,2,1,有,無,有,18000,213.0,,0.0,0,,RPOOMLLJKIKGFAF37CC,整棟(戶)出租,無,1141204~1151203,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管,新北市,25.546125,704.607841698105,114,69.0,45.0,5.0
