鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務,城市,坪數,每坪租金,交易年,建築年,屋齡,樓層
內湖區,租賃房屋,臺北市內湖區金龍路２２９號十二樓之３,0.0,,,,1141128,土地0建物1車位0,十二層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810822.0,100.57,3,2,2,有,有,無,34000,338.0,,0.0,0,,RPOOMLLJKIKGFCA07CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租,台北市,30.422424999999997,1117.596641293388,114,81.0,33.0,12.0
中山區,租賃房屋,臺北市中山區松江路７７巷２號八樓之７,0.0,,,,1141126,土地0建物1車位0,八層,11.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,931224.0,38.37,1,1,1,有,有,有,33000,860.0,,0.0,0,,RPPOMLLJKIKGFCA17CC,獨立套房,有,1141210~1180809,有,冷氣、洗衣機、電視機、冰箱,,台北市,11.606924999999999,2843.130286445377,114,93.0,21.0,8.0
內湖區,租賃房屋,臺北市內湖區內湖路一段４１１巷８２弄１０號四樓,0.0,,,,1141123,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730514.0,91.83,3,2,1,有,無,無,37000,403.0,,0.0,0,,RPQOMLLJKIKGFCA27CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器,,台北市,27.778575,1331.9617726971235,114,73.0,41.0,4.0
中山區,租賃房屋,臺北市中山區中山北路二段８５巷１３號三樓,0.0,,,,1141125,土地0建物1車位0,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701218.0,60.42,2,2,1,有,無,無,24000,397.0,,0.0,0,多人共同承租2；租金總額含稅；,RPROMLLJKIKGFCA37CC,整棟(戶)出租,無,1141216~1191215,無,,,台北市,18.27705,1313.1221942271866,114,70.0,44.0,3.0
中山區,租賃房屋,臺北市中山區新生北路二段７６巷２６號２樓之３,0.0,,,,1141126,土地0建物1車位0,二層,6.0,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,790104.0,29.72,1,1,1,有,有,有,15000,505.0,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件,RPSOMLLJKIKGFCA47CC,獨立套房,有,1141128~1151127,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租,台北市,8.9903,1668.4649010600315,114,79.0,35.0,2.0
中山區,租賃房屋,臺北市中山區南京東路二段１４４號,0.0,,,,1141127,土地0建物0車位0,全,4.0,透天厝,,鋼筋混凝土造,560720.0,40.1,15,7,8,有,無,有,21300,531.0,,0.0,0,本間租賃格局2/1/1續租案件；,RPUOMLLJKIKGFCA67CC,分租套房,無,1141207~1151206,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租,台北市,12.13025,1755.9407266956575,114,56.0,58.0,1.0
中山區,租賃房屋,臺北市中山區中山北路二段６５巷１６號２樓之２,0.0,,,,1141126,土地0建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,621126.0,46.25,2,1,1,有,有,有,23000,497.0,,0.0,0,續租案件；,RPVOMLLJKIKGFCA77CC,整棟(戶)出租,無,1141201~1151130,有,冷氣、熱水器,社會住宅代管,台北市,13.990625,1643.9580075943713,114,62.0,52.0,2.0
中山區,租賃房屋+車位,臺北市中山區樂群二路１４８號二樓,0.0,,,,1141126,土地0建物1車位1,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890628.0,155.47,3,2,2,有,有,無,39000,251.0,坡道平面,0.0,0,車位面積無法分算。,RPOPMLLJKIKGFCA17CC,整棟(戶)出租,有,1141201~1161130,有,熱水器、瓦斯或天然氣,,台北市,47.029675,829.2636510883821,114,89.0,25.0,2.0
中山區,租賃房屋,臺北市中山區北安路５９５巷２弄９號四樓,0.0,,,,1141127,土地0建物1車位0,四層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760824.0,150.92,4,3,2,有,有,有,43000,285.0,,0.0,0,,RPPPMLLJKIKGFCA27CC,整棟(戶)出租,無,1150101~1151231,有,冷氣、熱水器、瓦斯或天然氣,,台北市,45.653299999999994,941.8815288270509,114,76.0,38.0,4.0
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141127,土地0建物0車位0,八層,15.0,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,721005.0,30.42,300,10,300,有,無,有,21500,707.0,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；,RPQNMLLJKIKGFDA27CC,分租套房,有,1141127~1151126,有,冷氣、電視機、冰箱,一般轉租,台北市,9.20205,2336.4359028694694,114,72.0,42.0,8.0
信義區,租賃房屋,臺北市信義區信義區林口街５２巷２８號,0.0,,,,1141122,土地0建物0車位0,一層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620713.0,11.57,5,0,5,有,無,無,8000,691.0,,0.0,0,僅承租部分範圍約3.5坪租賃建物部分範圍，且未計入共有部分面積；,RPTNMLLJKIKGFDA57CC,分租套房,無,1141123~1151122,無,洗衣機、冰箱、網路,,台北市,3.499925,2285.7632663557074,114,62.0,52.0,1.0
松山區,租賃房屋,臺北市松山區八德路四段２２０號七樓,0.0,,,,1141126,土地0建物1車位0,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700824.0,113.83,2,2,1,有,無,有,35000,307.0,,0.0,0,續租案件；,RPVNMLLJKIKGFDA77CC,整棟(戶)出租,無,1141201~1171130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管,台北市,34.433575,1016.4497877435033,114,70.0,44.0,7.0
信義區,租賃房屋,臺北市信義區林口街５２巷２８號,0.0,,,,1141121,土地0建物0車位0,一層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620713.0,11.57,5,0,5,有,無,無,8000,691.0,,0.0,0,僅承租部分範圍約3.5坪租賃建物部分範圍，且未計入共有部分面積；,RPWNMLLJKIKGFDA87CC,分租套房,無,1141122~1151121,無,洗衣機、冰箱,,台北市,3.499925,2285.7632663557074,114,62.0,52.0,1.0
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141126,土地0建物0車位0,九層,15.0,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,721005.0,29.21,300,10,300,有,無,有,19500,668.0,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；,RPXNMLLJKIKGFDA97CC,分租套房,有,1141126~1151125,有,冷氣、熱水器、電視機、冰箱,一般轉租,台北市,8.836025,2206.8746976157267,114,72.0,42.0,9.0
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141127,土地0建物0車位0,八層,15.0,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,721005.0,30.42,300,10,300,有,無,有,21500,707.0,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；,RPPOMLLJKIKGFDA27CC,分租套房,有,1141127~1151126,有,冷氣、電視機、冰箱,一般轉租,台北市,9.20205,2336.4359028694694,114,72.0,42.0,8.0
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141127,土地0建物0車位0,五層,15.0,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,721005.0,30.42,300,10,300,有,無,有,20500,674.0,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPQOMLLJKIKGFDA37CC,分租套房,有,1141228~1151227,有,冷氣、電視機、冰箱,一般轉租,台北市,9.20205,2227.764465526703,114,72.0,42.0,5.0
信義區,租賃房屋,臺北市信義區光復南路５０５號４樓之６,0.0,,,,1141126,土地0建物1車位0,四層,12.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,780301.0,31.48,1,1,1,有,有,有,21800,693.0,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件續租案件；,RPROMLLJKIKGFDA47CC,獨立套房,有,1141211~1151210,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租,台北市,9.5227,2289.2666995705,114,78.0,36.0,4.0
南港區,租賃房屋,臺北市南港區南港路二段２８８號四樓,0.0,,,,1141122,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700130.0,98.62,3,2,2,有,無,有,26000,264.0,,0.0,0,管理費元，水電費 瓦斯費 由承租人負擔,RPSOMLLJKIKGFDA57CC,整棟(戶)出租,無,1150101~1151231,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管,台北市,29.83255,871.5312636700517,114,70.0,44.0,4.0
信義區,租賃房屋,臺北市信義區信義路五段１１５號３樓之６,0.0,,,,1141125,土地0建物1車位0,三層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702.0,49.41,1,1,1,有,有,無,38729,784.0,,0.0,0,租金總額含管理費；,RPWOMLLJKIKGFDA97CC,整棟(戶)出租,有,1141201~1161130,有,,,台北市,14.946525,2591.1708574401073,114,98.0,16.0,3.0
信義區,租賃房屋,臺北市信義區基隆路一段３５巷７弄１之２號,0.0,,,,1141121,土地0建物0車位0,全,4.0,透天厝,防空避難室、會客室、宿舍,鋼筋混凝土造,641016.0,15.71,42,0,3,有,無,有,6000,382.0,,0.0,0,,RPPPMLLJKIKGFDA37CC,分租雅房,無,1141121~1151120,無,冷氣、冰箱,一般轉租,台北市,4.752275,1262.5531982050702,114,64.0,50.0,1.0
信義區,租賃房屋,臺北市信義區基隆路一段３５巷７弄１之２號,0.0,,,,1141121,土地0建物0車位0,全,4.0,透天厝,防空避難室、會客室、宿舍,鋼筋混凝土造,641016.0,15.71,42,0,3,有,無,有,6000,382.0,,0.0,0,,RPRPMLLJKIKGFDA57CC,分租雅房,無,1141121~1151120,無,冷氣、冰箱,一般轉租,台北市,4.752275,1262.5531982050702,114,64.0,50.0,1.0
北投區,租賃房屋,臺北市北投區文林北路９４巷９７號２樓,0.0,,,,1141126,土地0建物1車位0,二層,3.0,公寓(5樓含以下無電梯),住家用,加強磚造,610325.0,58.53,3,1,2,有,無,有,30000,513.0,,0.0,0,續租案件；,RPRNMLLJKIKGFEA47CC,整棟(戶)出租,無,1141205~1161204,無,熱水器、瓦斯或天然氣,社會住宅包租轉租,台北市,17.705325,1694.4054966514313,114,61.0,53.0,2.0
北投區,租賃房屋,臺北市北投區致遠一路一段１０巷９弄７號二樓,0.0,,,,1141122,土地0建物1車位0,二層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641108.0,117.15,3,2,2,有,無,無,33000,282.0,,0.0,0,管理費元，水電費 瓦斯費 由承租人負擔,RPTNMLLJKIKGFEA67CC,整棟(戶)出租,無,1141201~1171130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租,台北市,35.437875,931.2070771737866,114,64.0,50.0,2.0
北投區,租賃房屋,臺北市北投區中和街３８２巷２弄１號３樓,0.0,,,,1141128,土地0建物1車位0,三層,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670531.0,83.21,3,2,1,有,無,有,19900,239.0,,0.0,0,續租案件；,RPUNMLLJKIKGFEA77CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租,台北市,25.171024999999997,790.5915631167186,114,67.0,47.0,3.0
北投區,租賃房屋,臺北市北投區中和街４９３巷６號５樓,0.0,,,,1141127,土地0建物0車位0,五層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711227.0,21.98,4,0,4,有,無,有,8500,387.0,,0.0,0,續租案件；,RPWNMLLJKIKGFEA97CC,分租套房,無,1150116~1160115,無,冷氣、熱水器,一般轉租,台北市,6.64895,1278.3973409335308,114,71.0,43.0,5.0
士林區,租賃房屋,臺北市士林區克強路１０巷３弄１０號４樓,0.0,,,,1141128,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730912.0,134.65,3,2,2,有,無,有,35000,260.0,,0.0,0,,RPXNMLLJKIKGFEA08CC,整棟(戶)出租,無,1150101~1151231,無,冷氣、熱水器、洗衣機、冰箱,一般包租,台北市,40.731625,859.2831737010247,114,73.0,41.0,4.0
北投區,租賃房屋,臺北市北投區立農街一段１８７巷１６號三樓,0.0,,,,1141127,土地0建物1車位0,三層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741007.0,95.04,2,1,1,有,無,有,31000,326.0,,0.0,0,,RPPOMLLJKIKGFEA37CC,整棟(戶)出租,無,1141201~1171130,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租,台北市,28.7496,1078.2758716643013,114,74.0,40.0,3.0
大安區,租賃房屋,臺北市大安區復興南路二段１３號５樓,0.0,,,,1141121,土地0建物0車位0,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,731109.0,20.65,4,2,2,有,有,有,7200,349.0,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPXNMLLJKIKGFFA18CC,分租套房,有,1141121~1151031,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租,台北市,6.246624999999999,1152.6224161046966,114,73.0,41.0,5.0
大安區,租賃房屋,臺北市大安區復興南路一段２５３巷８號４樓之３,0.0,,,,1141128,土地0建物0車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,680115.0,16.1,4,2,2,有,有,有,9300,578.0,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPPOMLLJKIKGFFA47CC,分租雅房,有,1141128~1151031,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租,台北市,4.87025,1909.55289769519,114,68.0,46.0,4.0
大安區,租賃房屋,臺北市大安區復興南路一段２５３巷８號４樓之３,0.0,,,,1141128,土地0建物0車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,680115.0,16.1,4,2,2,有,有,有,9300,578.0,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPQOMLLJKIKGFFA57CC,分租雅房,有,1141128~1151031,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租,台北市,4.87025,1909.55289769519,114,68.0,46.0,4.0
文山區,租賃房屋,臺北市文山區萬和街８號８樓之１４,0.0,,,,1141128,土地0建物1車位0,八層,13.0,住宅大樓(11層含以上有電梯),一般事務所,鋼筋混凝土造,860419.0,53.05,1,1,1,有,有,有,16000,302.0,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件,RPQNMLMJKIKGFAA07CC,獨立套房,有,1141201~1151231,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租,台北市,16.047625,997.0322711304632,114,86.0,28.0,8.0
中正區,租賃房屋,臺北市中正區中華路二段３１１巷１９號四樓,0.0,,,,1141128,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),,加強磚造,560519.0,44.93,1,1,1,有,無,有,11000,245.0,,0.0,0,續租案件；,RPSNMLMJKIKGFAA27CC,獨立套房,無,1141228~1151227,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租,台北市,13.591325,809.3397810735893,114,56.0,58.0,4.0
文山區,租賃房屋+車位,臺北市文山區保儀路３６號１１樓之１,0.0,,,,1141128,土地0建物1車位1,十一層,29.0,住宅大樓(11層含以上有電梯),多戶住宅,鋼骨鋼筋混凝土造,1111220.0,103.74,2,2,1,有,有,無,35000,337.0,坡道機械,0.0,0,多人共同承租2；,RPTNMLMJKIKGFAA37CC,整棟(戶)出租,有,1141201~1161130,有,冷氣、瓦斯或天然氣,,台北市,31.381349999999998,1115.3121200968092,114,111.0,3.0,11.0
文山區,租賃房屋,臺北市文山區光輝路９１號４樓,0.0,,,,1141128,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710331.0,112.2,3,2,2,有,無,有,26000,232.0,,0.0,0,續租案件；,RPUNMLMJKIKGFAA47CC,整棟(戶)出租,無,1141202~1151201,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管,台北市,33.9405,766.0464636643538,114,71.0,43.0,4.0
文山區,租賃房屋,臺北市文山區景興路１０８巷１１號三樓,0.0,,,,1141121,土地0建物1車位0,三層,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,571130.0,83.15,3,2,2,有,無,無,20000,241.0,,0.0,0,續租案件；,RPWNMLMJKIKGFAA67CC,整棟(戶)出租,無,1141121~1151120,無,瓦斯或天然氣,,台北市,25.152875,795.1377327641471,114,57.0,57.0,3.0
萬華區,租賃房屋,臺北市萬華區環河南路一段７１號五樓之２,0.0,,,,1141128,土地0建物1車位0,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660829.0,21.92,1,0,1,有,有,有,11000,502.0,,0.0,0,續租案件；,RPQNMLMJKIKGFBA17CC,獨立套房,有,1141202~1150829,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租,台北市,6.630800000000001,1658.92501658925,114,66.0,48.0,5.0
萬華區,租賃房屋,臺北市萬華區環河南路一段７１號九樓之２３,0.0,,,,1141121,土地0建物1車位0,九層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660829.0,18.46,1,1,1,有,有,有,13500,731.0,,0.0,0,,RPUNMLMJKIKGFBA57CC,獨立套房,有,1141125~1171124,有,冷氣、熱水器,社會住宅包租轉租,台北市,5.58415,2417.556834970407,114,66.0,48.0,9.0
大同區,租賃房屋,臺北市大同區大龍街１１０號二樓之２,0.0,,,,1141121,土地0建物1車位0,二層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640723.0,36.61,1,1,1,有,無,有,16000,437.0,,0.0,0,多人共同承租2；,RPVNMLMJKIKGFBA67CC,獨立套房,無,1141125~1171124,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租,台北市,11.074525,1444.75722435048,114,64.0,50.0,2.0
大同區,租賃房屋,臺北市大同區貴德街８１號四樓,0.0,,,,1141121,土地0建物1車位0,四層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721227.0,129.98,4,2,2,有,無,有,25000,192.0,,0.0,0,,RPWNMLMJKIKGFBA77CC,整棟(戶)出租,無,1141130~1171129,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租,台北市,39.318949999999994,635.8257277979194,114,72.0,42.0,4.0
中正區,租賃房屋,臺北市中正區開封街一段１０６巷８號,0.0,,,,1141128,土地0建物0車位0,全,3.0,透天厝,,磚造,,15.23,12,0,12,有,無,有,14500,952.0,,0.0,0,續租案件；,RPXNMLMJKIKGFBA87CC,分租套房,無,1141214~1151213,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租,台北市,4.607075,3147.3331777754865,114,,,1.0
大同區,租賃房屋,臺北市大同區南京西路３６０之２號６樓之２,0.0,,,,1141127,土地0建物1車位0,六層,14.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,671107.0,33.19,1,1,1,有,有,有,12000,362.0,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件續租案件；,RPTOMLMJKIKGFBA57CC,獨立套房,有,1141213~1151212,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租,台北市,10.039974999999998,1195.222099656623,114,67.0,47.0,6.0
中正區,租賃房屋,臺北市中正區延平南路１６０之１號,0.0,,,,1141122,土地0建物0車位0,全,4.0,透天厝,,鋼筋混凝土造,560407.0,19.68,12,0,12,有,無,有,16000,813.0,,0.0,0,續租案件；,RPRPMLMJKIKGFBA47CC,分租套房,無,1141122~1151121,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租,台北市,5.9532,2687.630182086945,114,56.0,58.0,1.0
萬華區,租賃房屋,臺北市萬華區西藏路１７６號二樓,0.0,,,,1141125,土地0建物0車位0,二層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741105.0,23.2,5,0,5,有,無,有,12500,539.0,,0.0,0,,RPSPMLMJKIKGFBA57CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租,台北市,7.018,1781.1342262752921,114,74.0,40.0,2.0
萬華區,租賃房屋,臺北市萬華區華西街１７之４號八樓之１,0.0,,,,1141128,土地0建物1車位0,八層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711018.0,26.45,1,0,1,有,有,有,10500,397.0,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。續租案件；,RPTPMLMJKIKGFBA67CC,獨立套房,無,1141201~1150331,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租,台北市,8.001125,1312.3154556390507,114,71.0,43.0,8.0
萬華區,租賃房屋,臺北市萬華區西藏路１７６號二樓,0.0,,,,1141125,土地0建物0車位0,二層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,741105.0,23.2,5,0,5,有,無,有,12500,539.0,,0.0,0,,RPUPMLMJKIKGFBA77CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租,台北市,7.018,1781.1342262752921,114,74.0,40.0,2.0
中山區,租賃房屋,臺北市中山區新生北路三段１２號八樓之１,0.0,,,,1141126,土地0建物1車位0,八層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011011.0,58.98,1,0,1,有,有,有,26000,441.0,,0.0,0,續租案件；,RPRNMLMJKIKGFCA37CC,獨立套房,有,1141220~1151219,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管,台北市,17.84145,1457.2806582424637,114,101.0,13.0,8.0
中山區,租賃房屋,臺北市中山區中山北路二段７７巷１６號六樓之２,0.0,,,,1141128,土地0建物1車位0,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711008.0,35.589999999999996,1,0,1,有,有,有,15000,421.0,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPXNMLMJKIKGFCA97CC,獨立套房,無,1141215~1151214,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管,台北市,10.765975,1393.278360761566,114,71.0,43.0,6.0
中山區,租賃房屋,臺北市中山區松江路１２４巷２３號２樓,0.0,,,,1141124,土地0建物0車位0,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,611110.0,16.8,4,2,3,有,有,有,9300,554.0,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPQOMLMJKIKGFCA37CC,分租套房,無,1141124~1151031,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租,台北市,5.082,1829.9881936245574,114,61.0,53.0,2.0
中山區,租賃房屋+車位,臺北市中山區中山北路二段４４巷２６號十一樓,0.0,,,,1141127,土地0建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),多戶住宅（Ｈ２）,鋼筋混凝土造,1130715.0,223.95,4,2,2,有,有,有,107100,478.0,坡道平面,38.05,0,,RPSOMLMJKIKGFCA57CC,整棟(戶)出租,有,1141212~1151211,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租,台北市,67.744875,1580.9313988696563,114,113.0,1.0,11.0
中山區,租賃房屋,臺北市中山區吉林路４１１號七樓之２,0.0,,,,1141121,土地0建物1車位0,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,851017.0,34.16,1,1,1,有,有,有,17000,498.0,,0.0,0,,RPVOMLMJKIKGFCA87CC,整棟(戶)出租,有,1141121~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管,台北市,10.3334,1645.1506764472488,114,85.0,29.0,7.0
中山區,租賃房屋,臺北市中山區長春路８８號１０樓之４,0.0,,,,1141127,土地0建物1車位0,十層,12.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,690201.0,25.59,1,1,1,有,有,有,14000,547.0,,0.0,0,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件續租案件；,RPWOMLMJKIKGFCA97CC,獨立套房,有,1150101~1150702,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租,台北市,7.740975,1808.557707523923,114,69.0,45.0,10.0
內湖區,租賃房屋,臺北市內湖區內湖路三段１號６樓,0.0,,,,1141124,土地0建物1車位0,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840125.0,40.85,1,1,1,有,有,有,22000,539.0,,0.0,0,,RPQPMLMJKIKGFCA47CC,獨立套房,有,1141125~1151124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租,台北市,12.357125,1780.3493935684878,114,84.0,30.0,6.0
中山區,租賃房屋,臺北市中山區錦西街８號四樓,0.0,,,,1141125,土地0建物0車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670502.0,24.65,15,5,10,有,無,有,14550,590.0,,0.0,0,續租案件；,RPRPMLMJKIKGFCA57CC,分租套房,無,1141223~1151222,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租,台北市,7.456624999999999,1951.2849311853556,114,67.0,47.0,4.0
信義區,租賃房屋,臺北市信義區崇德街３８巷１２號五樓之１,0.0,,,,1141125,土地0建物1車位0,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800318.0,44.33,1,1,1,有,有,有,25500,575.0,,0.0,0,續租案件；,RPPNMLMJKIKGFDA27CC,獨立套房,有,1141126~1151125,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管,台北市,13.409825,1901.5908112149116,114,80.0,34.0,5.0
信義區,租賃房屋,臺北市信義區永吉路５３號四樓之６,0.0,,,,1141127,土地0建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960524.0,38.96,1,0,1,有,有,有,20000,513.0,,0.0,0,,RPRNMLMJKIKGFDA47CC,獨立套房,有,1141205~1151204,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管,台北市,11.7854,1697.0149507017159,114,96.0,18.0,4.0
松山區,租賃房屋,臺北市松山區敦化北路１００號,0.0,,,,1141128,土地0建物0車位0,十三層,15.0,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,721005.0,30.73,300,10,300,有,無,有,20500,667.0,,0.0,0,租金總額含電費；租賃建物部分範圍，且未計入共有部分面積；續租案件；,RPSNMLMJKIKGFDA57CC,分租套房,有,1150201~1160131,有,冷氣、電視機、冰箱,一般轉租,台北市,9.295825,2205.29108497632,114,72.0,42.0,13.0
松山區,租賃房屋,臺北市松山區八德路三段１０６巷１號５樓之５,0.0,,,,1141128,土地0建物1車位0,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850517.0,37.31,1,0,1,有,有,有,18000,482.0,,0.0,0,,RPUNMLMJKIKGFDA77CC,獨立套房,有,1141129~1151011,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租,台北市,11.286275,1594.8574706889563,114,85.0,29.0,5.0
