鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
板橋區,租賃房屋,新北市板橋區文化路二段１８２巷３弄３３號８樓之１,0.0,,,,1141130,土地0建物1車位0,八層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0851021,44.06,2,1,1,有,有,有,21000,477,,0.0,0,,RPQPMLNJKIKGFAF87CC,整棟(戶)出租,有,1141216~1151215,有,冷氣、熱水器、冰箱,社會住宅代管
板橋區,租賃房屋,新北市板橋區金門街３１巷３８號１１樓,0.0,,,,1141128,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,53.57,1,1,1,有,有,有,14520,271,,0.0,0,另有管理費480元，由出租人負擔，租金已扣除管理費。續租案件；,RPSPMLNJKIKGFAF08CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區館前西路２０７號６樓之１,0.0,,,,1141127,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,53.94,1,1,1,有,有,有,16500,306,,0.0,0,另有管理費652元，由承租人負擔。續租案件；,RPTPMLNJKIKGFAF18CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區中正路１０６號十四樓,0.0,,,,1141127,土地0建物1車位0,十四層,21,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1050715,70.78999999999999,1,1,1,有,有,有,23080,326,,0.0,0,另有管理費1920元，由出租人負擔，租金已扣除管理費。續租案件；,RPUPMLNJKIKGFAF28CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區永豐街７５巷４６號四樓,0.0,,,,1141127,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690718,91.8,3,2,1,有,無,有,17000,185,,0.0,0,續租案件；,RPVPMLNJKIKGFAF38CC,整棟(戶)出租,無,1141205~1151204,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
土城區,租賃房屋,新北市土城區裕民路２５９巷６號１１樓,0.0,,,,1141129,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831130,32.35,1,1,1,有,有,有,14510,449,,0.0,0,另有管理費490元，由出租人負擔，租金已扣除管理費。續租案件；,RPWPMLNJKIKGFAF48CC,獨立套房,有,1141218~1151217,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
泰山區,租賃房屋,新北市泰山區泰林路二段５２２巷５０號六樓,0.0,,,,1141126,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900518,104.35000000000001,3,2,2,有,有,有,23700,227,,0.0,0,管理費1300元，由承租人負擔,RPSNMLNJKIKGFBF97CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
五股區,租賃房屋+車位,新北市五股區新五路三段２２６號十四樓,0.0,,,,1141126,土地0建物1車位1,十四層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060104,114.75,2,1,1,有,有,無,21000,183,坡道平面,0.0,3000,管理費1846元，由承租人負擔,RPTNMLNJKIKGFBF08CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
泰山區,租賃房屋,新北市泰山區明志路三段１４２巷８號７樓之１８,0.0,,,,1141127,土地0建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871003,19.96,1,0,1,有,有,有,6000,301,,0.0,0,管理費用300元由承租人負擔。,RPXNMLNJKIKGFBF48CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器,社會住宅代管
泰山區,租賃房屋,新北市泰山區泰林路二段５２２巷１１號四樓,0.0,,,,1141126,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900518,128.41,3,2,2,有,有,有,22400,174,,0.0,0,管理費1600元，由承租人負擔,RPOOMLNJKIKGFBF67CC,整棟(戶)出租,有,1141205~1151204,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
五股區,租賃房屋,新北市五股區西雲路２０２之４號,0.0,,,,1141129,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700130,94.5,3,2,1,有,無,無,8000,85,,0.0,0,,RPPOMLNJKIKGFBF77CC,整棟(戶)出租,無,1141205~1151204,無,熱水器、瓦斯或天然氣,社會住宅代管
五股區,租賃房屋,新北市五股區西雲路１０５號十二樓,0.0,,,,1141126,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870825,90.5,4,2,2,有,有,無,23000,254,,0.0,0,管理費3000元，由承租人負擔,RPQOMLNJKIKGFBF87CC,整棟(戶)出租,有,1141205~1151004,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
新莊區,租賃房屋,新北市新莊區新興街１３號４樓,0.0,,,,1141129,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700414,97.15,3,1,2,有,無,無,23000,237,,0.0,0,,RPROMLNJKIKGFBF97CC,整棟(戶)出租,無,1141129~1151204,無,冷氣、熱水器、瓦斯或天然氣,
五股區,租賃房屋+車位,新北市五股區新五路二段５４２號六樓,0.0,,,,1141129,土地0建物1車位1,六層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120923,95.41,3,1,1,有,有,有,23000,271,坡道平面,21.73,3000,管理費2000元， 由承租人負擔,RPSOMLNJKIKGFBF08CC,整棟(戶)出租,有,1141220~1151219,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅包租轉租
林口區,租賃房屋,新北市林口區南勢街２７８號三樓之一,0.0,,,,1141125,土地0建物1車位0,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960518,80.93,2,1,1,有,有,無,20000,247,,0.0,0,續租案件；,RPTOMLNJKIKGFBF18CC,整棟(戶)出租,有,1141130~1151129,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區新泰路２２５巷１３號４樓,0.0,,,,1141130,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0640109,102.85,3,2,2,有,無,有,25000,243,,0.0,0,,RPUOMLNJKIKGFBF28CC,整棟(戶)出租,無,1141130~1151129,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
新莊區,租賃房屋,新北市新莊區中信街１７８號２２樓之２,0.0,,,,1141129,土地0建物1車位0,二十二層,24,住宅大樓(11層含以上有電梯),一般事務所,鋼筋混凝土造,1060926,56.150000000000006,1,0,1,有,有,有,23200,413,,0.0,0,,RPVOMLNJKIKGFBF38CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
新莊區,租賃房屋,新北市新莊區龍安路５５１號二樓,0.0,,,,1141122,土地0建物1車位0,二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840713,52.519999999999996,1,1,1,有,有,無,13000,248,,0.0,0,另有管理費795元，由承租人負擔。,RPWOMLNJKIKGFBF48CC,獨立套房,有,1141122~1151121,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區瓊泰路１７８號,0.0,,,,1141126,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0681226,76.74,0,0,0,無,無,無,34133,445,,0.0,0,租金總額含稅；,RPXOMLNJKIKGFBF58CC,,無,1141210~1190109,無,,
新莊區,租賃房屋+車位,新北市新莊區思源路１６６巷１８號四樓,0.0,,,,1141125,土地0建物1車位1,四層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110926,138.68,2,1,1,有,有,有,23000,166,坡道平面,46.96,0,續租案件；,RPOPMLNJKIKGFBF77CC,整棟(戶)出租,有,1150110~1160109,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋+車位,新北市新莊區思源路１６６巷２０號四樓,0.0,,,,1141125,土地0建物1車位1,四層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110926,138.4,2,1,1,有,有,有,23000,166,坡道平面,46.96,0,續租案件；,RPQPMLNJKIKGFBF97CC,整棟(戶)出租,有,1150110~1160109,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區思源路３５９號１０樓,0.0,,,,1141127,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830402,114.63,3,2,2,有,有,無,33000,288,,0.0,0,租金總額含管理費；,RPRPMLNJKIKGFBF08CC,整棟(戶)出租,有,1141210~1161209,有,冷氣、熱水器、瓦斯或天然氣,
新莊區,租賃房屋,新北市新莊區天祥街１７號６樓之７,0.0,,,,1141126,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070112,40.31,1,1,1,有,有,有,14550,361,,0.0,0,另有管理費1950元，由出租人負擔，租金已扣除管理費。,RPSPMLNJKIKGFBF18CC,獨立套房,有,1141127~1151025,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區中平路２９２巷１弄３６號十七樓,0.0,,,,1141125,土地0建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1101019,84.43,2,1,1,有,有,無,21500,255,,0.0,0,續租案件；,RPTPMLNJKIKGFBF28CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
泰山區,租賃房屋,新北市泰山區仁義路１５號四樓,0.0,,,,1141126,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0981116,146.75,3,2,2,有,有,有,28500,194,,0.0,0,管理費每個月1240元不包含在租金內,RPOQMLNJKIKGFBF87CC,整棟(戶)出租,有,1150110~1160109,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
新店區,租賃房屋,新北市新店區安祥路１２７號二樓,0.0,,,,1141127,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810629,105.75999999999999,3,2,2,有,有,有,15000,142,,0.0,0,管理費每個月600元不包含在租金內,RPQNMLNJKIKGFCF87CC,整棟(戶)出租,有,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
新店區,租賃房屋,新北市新店區順安街７９號３樓,0.0,,,,1141121,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830810,89.49,2,1,1,有,有,無,25310,283,,0.0,0,另有管理費1690元，由出租人負擔，租金已扣除管理費。,RPVNMLNJKIKGFCF38CC,整棟(戶)出租,無,1141124~1151123,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
新店區,租賃房屋,新北市新店區新坡一街１８巷３弄２號３樓,0.0,,,,1141121,土地0建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800624,201.97,4,2,3,有,有,無,32000,158,,0.0,0,另有管理費1000元，由承租人負擔。,RPWNMLNJKIKGFCF48CC,整棟(戶)出租,有,1141129~1151128,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
新店區,租賃房屋,新北市新店區明德路２６巷８號４樓,0.0,,,,1141127,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671122,83.89,3,1,1,有,無,有,14000,167,,0.0,0,續租案件；,RPOOMLNJKIKGFCF77CC,整棟(戶)出租,無,1141201~1151130,無,熱水器,社會住宅包租轉租
新店區,租賃房屋,新北市新店區民權路１６號４樓,0.0,,,,1141126,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730217,96.89,3,2,2,有,無,有,25000,258,,0.0,0,,RPPOMLNJKIKGFCF87CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
新店區,租賃房屋,新北市新店區寶興路４２巷３１號３樓之１,0.0,,,,1141121,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881030,40.68,1,1,1,有,有,有,16000,393,,0.0,0,另有管理費923元，由承租人負擔。,RPROMLNJKIKGFCF08CC,獨立套房,有,1141201~1151130,有,熱水器、洗衣機、電視機,社會住宅包租轉租
新店區,租賃房屋,新北市新店區安和路三段４７巷１號１５樓之４,0.0,,,,1141128,土地0建物1車位0,十五層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831124,65.71,2,1,1,有,有,有,17000,259,,0.0,0,另有管理費1000元，由承租人負擔。續租案件；,RPSOMLNJKIKGFCF18CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
新店區,租賃房屋,新北市新店區德正街２３巷７號四樓,0.0,,,,1141126,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670601,21.61,5,0,5,有,無,有,10000,463,,0.0,0,,RPTOMLNJKIKGFCF28CC,分租套房,無,1141126~1151125,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般代管
新店區,租賃房屋,新北市新店區安泰路１５號四樓,0.0,,,,1141125,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700811,97.11,3,2,1,有,無,無,14000,144,,0.0,0,續租案件；,RPUOMLNJKIKGFCF38CC,整棟(戶)出租,無,1141125~1151124,無,熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租
新店區,租賃房屋,新北市新店區光明街１６８巷８號二樓,0.0,,,,1141125,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,53.24,2,1,1,有,無,無,15000,282,,0.0,0,續租案件；,RPVOMLNJKIKGFCF48CC,整棟(戶)出租,無,1141210~1151209,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
新店區,租賃房屋,新北市新店區寶興路４２巷３３號３樓之３,0.0,,,,1141125,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881030,39.46,1,1,1,有,有,無,15740,399,,0.0,0,另有管理費760元，由出租人負擔，租金已扣除管理費。續租案件；,RPXOMLNJKIKGFCF68CC,獨立套房,有,1141210~1151209,有,冷氣、熱水器,社會住宅包租轉租
汐止區,租賃房屋,新北市汐止區和平街６９號４樓,0.0,,,,1141130,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,95.36,3,2,2,有,無,無,22000,231,,0.0,0,,RPSNMLNJKIKGFDF18CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,
汐止區,租賃房屋,新北市汐止區大同路二段２８３號１３樓之１,0.0,,,,1141124,土地0建物1車位0,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,125.15,3,2,2,有,有,有,26500,212,,0.0,0,另有管理費1136元，由承租人負擔。,RPVNMLNJKIKGFDF48CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區北新路６９巷５０號１５樓,0.0,,,,1141130,土地0建物1車位0,十五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840624,35.39,1,0,1,有,有,有,9000,254,,0.0,0,管理費用1000元由承租人負擔。,RPSNMLNJKIKGFEF28CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
淡水區,租賃房屋+車位,新北市淡水區中山北路二段１９９號５樓,0.0,,,,1141129,土地0建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031008,131.86,2,1,1,有,有,無,21000,159,坡道平面,25.03,0,租金總額含管理費；,RPWNMLNJKIKGFEF68CC,整棟(戶)出租,有,1141205~1151204,有,冷氣、熱水器、瓦斯或天然氣,
三芝區,租賃房屋,新北市三芝區三民街３９巷２８號,0.0,,,,1141125,土地0建物1車位0,一層,12,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0850105,151.8,3,1,1,有,有,有,15500,102,,0.0,0,,RPQOMLNJKIKGFEF18CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區北新路１４１巷１７號５樓之１,0.0,,,,1141126,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821118,33.51,1,0,1,有,無,有,8500,254,,0.0,0,續租案件；,RPROMLNJKIKGFEF28CC,獨立套房,無,1141215~1151214,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
淡水區,租賃房屋+車位,新北市淡水區沙崙路二段８５５號７樓,0.0,,,,1141129,土地0建物1車位1,七層,22,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120727,116.55000000000001,2,2,1,有,有,無,17500,150,坡道平面,35.19,0,,RPSOMLNJKIKGFEF38CC,整棟(戶)出租,有,1141218~1151217,有,瓦斯或天然氣,
淡水區,租賃房屋+車位,新北市淡水區濱海路一段１５９號８樓,0.0,,,,1141127,土地0建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,113.96000000000001,1,1,1,有,有,有,22000,193,坡道平面,33.3,0,租金總額含管理費；,RPVOMLNJKIKGFEF68CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
淡水區,租賃房屋,新北市淡水區新春街１９０號２４樓,0.0,,,,1141121,土地0建物1車位0,二十四層,31,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0880811,41.730000000000004,1,1,1,有,有,有,12000,288,,0.0,0,另有管理費631元，由承租人負擔。,RPWOMLNJKIKGFEF78CC,獨立套房,有,1141124~1151123,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區濱海路一段３４２號１４樓,0.0,,,,1141128,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140521,83.1,2,2,2,有,有,無,21000,253,,0.0,0,多人共同承租2；,RPOPMLNJKIKGFEF08CC,整棟(戶)出租,有,1141205~1151204,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
八里區,租賃房屋,新北市八里區中山路二段４４７巷２０號三樓,0.0,,,,1141129,土地0建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820504,125.93,2,2,2,有,有,無,13000,103,,0.0,0,管理費2000元，水電費 瓦斯費 由承租人負擔,RPRPMLNJKIKGFEF38CC,整棟(戶)出租,有,1150101~1151231,有,熱水器、瓦斯或天然氣,社會住宅代管
淡水區,租賃房屋,新北市淡水區新市三路一段７６號五樓,0.0,,,,1141124,土地0建物1車位0,五層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,89.4,2,1,2,有,有,無,16500,185,,0.0,0,續租案件；,RPSPMLNJKIKGFEF48CC,整棟(戶)出租,有,1141225~1151104,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區新春街１９９之３號,0.0,,,,1141127,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690906,99.14,3,2,1,有,無,無,8000,81,,0.0,0,續租案件；,RPTPMLNJKIKGFEF58CC,整棟(戶)出租,無,1141224~1151223,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
淡水區,租賃房屋,新北市淡水區沙崙路１３１巷７弄５號三樓,0.0,,,,1141126,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810706,146.21,2,2,1,有,有,無,15000,103,,0.0,0,續租案件；,RPUPMLNJKIKGFEF68CC,整棟(戶)出租,無,1141201~1151130,有,熱水器、瓦斯或天然氣,社會住宅代管
淡水區,租賃房屋,新北市淡水區新市五路三段３９８號１４樓,0.0,,,,1141123,土地0建物1車位0,十四層,29,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080822,94.6,2,1,1,有,有,無,22300,236,,0.0,0,租金總額含管理費；網路費；,RPVPMLNJKIKGFEF78CC,整棟(戶)出租,有,1141124~1151123,有,冷氣、熱水器、冰箱,
淡水區,租賃房屋,新北市淡水區淡金路二段８１號１３樓,0.0,,,,1141127,土地0建物1車位0,十三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970917,156.37,3,2,2,有,有,有,24600,157,,0.0,0,續租案件；,RPWPMLNJKIKGFEF88CC,整棟(戶)出租,有,1141215~1151214,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
淡水區,租賃房屋,新北市淡水區沙崙路一段１２６巷１１６號三樓,0.0,,,,1141125,土地0建物1車位0,三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050816,108.43,2,1,2,有,有,無,19000,175,,0.0,0,續租案件；,RPXPMLNJKIKGFEF98CC,整棟(戶)出租,有,1141125~1151124,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區新市二路四段２３０巷５６號７樓,0.0,,,,1141129,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060217,109.60999999999999,2,2,1,有,有,有,16000,146,,0.0,0,另有管理費2590元，由承租人負擔。多人共同承租2；,RPPQMLNJKIKGFEF28CC,整棟(戶)出租,有,1141220~1151219,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區水源街二段１２０巷１０號４樓之３,0.0,,,,1141128,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821106,29.6,1,1,1,有,有,有,5000,169,,0.0,0,另有管理費210元，由承租人負擔。,RPQQMLNJKIKGFEF38CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區淡金路７１號４樓之１,0.0,,,,1141129,土地0建物1車位0,四層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910531,29.24,1,1,1,有,有,有,7606,260,,0.0,0,另有管理費894元，由出租人負擔，租金以扣除管理費。,RPSQMLNJKIKGFEF58CC,獨立套房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
三重區,租賃房屋,新北市三重區溪尾街１１３巷６號十四樓之一,0.0,,,,1141128,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860903,90.33,3,2,2,有,有,有,26500,293,,0.0,0,,RPPNMLNJKIKGFGF18CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
蘆洲區,租賃房屋+車位,新北市蘆洲區民生街８９號四樓,0.0,,,,1141126,土地0建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881022,152.4,3,2,2,有,有,無,29600,235,坡道平面,41.33,3500,管理費2400元，由承租人負擔,RPRNMLNJKIKGFGF38CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區秀江街１４６號５樓A室,0.0,,,,1141124,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住宅,鋼筋混凝土造,1081127,78.36,1,0,1,有,無,無,19500,249,,0.0,0,此為分割2戶，承租一半為39.18平方公尺,RPTNMLNJKIKGFGF58CC,獨立套房,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱,
三重區,租賃房屋,新北市三重區中央北路８９巷１號２樓,0.0,,,,1141129,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0711231,54.5,2,2,1,有,無,無,21000,385,,0.0,0,,RPUNMLNJKIKGFGF68CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
三重區,租賃房屋,新北市三重區三和路二段３０號１１樓之８,0.0,,,,1141127,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0821019,44.66,1,1,1,有,有,有,16554,371,,0.0,0,另有管理費946元，由出租人負擔，租金已扣除管理費。,RPWNMLNJKIKGFGF88CC,獨立套房,有,1141127~1150324,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
蘆洲區,租賃房屋,新北市蘆洲區集賢路２２６之３號九樓,0.0,,,,1141130,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850509,130.48,3,2,2,有,有,無,30000,230,,0.0,0,管理費2000元，水電費 瓦斯費 由承租人負擔,RPOOMLNJKIKGFGF18CC,整棟(戶)出租,有,1141220~1151219,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區永福街２０１之７號十一樓,0.0,,,,1141126,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951106,115.15,3,2,2,有,有,有,28000,243,,0.0,0,,RPQOMLNJKIKGFGF38CC,整棟(戶)出租,有,1141210~1161209,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
三重區,租賃房屋,新北市三重區成功路１１０號三樓之２１,0.0,,,,1141127,土地0建物1車位0,三層,27,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860203,39.68,1,1,1,有,有,有,15000,378,,0.0,0,另有管理費500元，由出租人負擔，租金已扣除管理費。續租案件；,RPSOMLNJKIKGFGF58CC,獨立套房,有,1141207~1151206,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
三重區,租賃房屋,新北市三重區重陽路一段１３０巷１弄１５號２樓,0.0,,,,1141127,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660509,72.0,2,1,1,有,無,有,16000,222,,0.0,0,續租案件；,RPTOMLNJKIKGFGF68CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
