鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
淡水區,租賃房屋,新北市淡水區八勢路一段２１２號十一樓,0.0,,,,1141125,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820906,138.68,3,2,2,有,有,有,15000,108,,0.0,0,管理費2700元，水電費 瓦斯費 由承租人負擔,RPTOMLRLJIKGFEF98CC,整棟(戶)出租,有,1150110~1160109,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區新市一路一段９９巷３１號九樓,0.0,,,,1141125,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061205,98.47,2,2,1,有,有,有,19000,193,,0.0,0,續租案件；,RPOPMLRLJIKGFEF58CC,整棟(戶)出租,有,1150101~1151129,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
淡水區,租賃房屋,新北市淡水區民族路２９巷３弄２號二樓,0.0,,,,1141121,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750509,104.42,3,2,1,有,無,有,23000,220,,0.0,0,續租案件；,RPTPMLRLJIKGFEF09CC,整棟(戶)出租,無,1141122~1151121,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
三重區,租賃房屋,新北市三重區力行路二段４３號五樓,0.0,,,,1141121,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691030,88.0,2,1,1,有,無,有,14000,159,,0.0,0,續租案件；,RPSNMLRLJIKGFGF98CC,整棟(戶)出租,無,1141129~1151128,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
蘆洲區,租賃房屋,新北市蘆洲區長安街１２３號四樓,0.0,,,,1141121,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800419,159.56,3,2,2,有,有,無,24500,154,,0.0,0,續租案件；,RPUNMLRLJIKGFGF56CC,整棟(戶)出租,無,1141217~1151216,有,熱水器、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區大勇街１號四樓,0.0,,,,1141121,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0651105,104.0,2,2,1,有,無,有,25000,240,,0.0,0,多人共同承租2；,RPWNMLRLJIKGFGF76CC,整棟(戶)出租,無,1141129~1151128,無,冷氣、熱水器、電視機、瓦斯或天然氣,社會住宅代管
蘆洲區,租賃房屋,新北市蘆洲區長安街２２巷１６號９樓,0.0,,,,1141124,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860516,94.69999999999999,3,2,2,有,有,無,26000,275,,0.0,0,續租案件；,RPOOMLRLJIKGFGF68CC,整棟(戶)出租,有,1141215~1151214,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區三和路四段１６０巷９８號四樓,0.0,,,,1141125,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0600801,19.86,3,0,3,有,無,有,9000,453,,0.0,0,,RPROMLRLJIKGFGF98CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、電視機、冰箱、有線電視,一般代管
三重區,租賃房屋,新北市三重區光復路一段３８號,0.0,,,,1141125,土地0建物0車位0,全,3,透天厝,廠房﹐防空避難室﹐辦公室﹐宿舍,鋼筋混凝土造,0760806,22.74,10,0,10,有,無,有,9000,396,,0.0,0,,RPSOMLRLJIKGFGF09CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
三重區,租賃房屋,新北市三重區光復路一段３８號,0.0,,,,1141125,土地0建物0車位0,全,3,透天厝,廠房﹐防空避難室﹐辦公室﹐宿舍,鋼筋混凝土造,0760806,22.74,10,0,10,有,無,有,9000,396,,0.0,0,,RPTOMLRLJIKGFGF56CC,分租套房,無,1141125~1151124,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
中和區,租賃房屋,新北市中和區中山路二段５２６巷１８號２樓,0.0,,,,1141125,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0580410,75.0,3,2,1,有,無,有,22000,293,,0.0,0,,RPPNMLRLJIKGFHF78CC,整棟(戶)出租,無,1141201~1161130,無,冷氣、熱水器、冰箱,社會住宅代管
中和區,租賃房屋,新北市中和區捷運路５２之８號１２樓,0.0,,,,1141124,土地0建物1車位0,十二層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土構造,1000415,64.23,1,1,1,有,有,有,25000,389,,0.0,0,多人共同承租2；,RPQNMLRLJIKGFHF88CC,獨立套房,有,1141125~1151124,有,冷氣、熱水器、瓦斯或天然氣,
永和區,租賃房屋,新北市永和區民生路３７巷３號,0.0,,,,1141122,土地0建物1車位0,一層,7,店面(店鋪),補習班,鋼筋混凝土造,0710709,113.17,0,1,1,有,有,無,35000,309,,0.0,0,,RPRNMLRLJIKGFHF98CC,,有,1141223~1171222,有,,
中和區,租賃房屋,新北市中和區員山路６１１巷２弄１７號２樓之１,0.0,,,,1141121,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,加強磚造,0590410,38.5,2,1,1,有,無,有,17000,442,,0.0,0,,RPSNMLRLJIKGFHF09CC,整棟(戶)出租,無,1141201~1161130,無,冷氣、熱水器、洗衣機,
中和區,租賃房屋,新北市中和區南山路１３１之１１號２樓,0.0,,,,1141124,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760312,104.39,3,2,2,有,無,無,25000,239,,0.0,0,,RPTNMLRLJIKGFHF56CC,整棟(戶)出租,無,1141201~1161130,無,熱水器、瓦斯或天然氣,
永和區,租賃房屋,新北市永和區保順路３７巷６號５樓,0.0,,,,1141125,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860421,128.5,3,2,2,有,有,無,30300,236,,0.0,0,租金已扣除管理費2700,RPUNMLRLJIKGFHF66CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,
中和區,租賃房屋,新北市中和區景安路２２３巷６號２樓,0.0,,,,1141125,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690307,86.77,3,2,1,有,無,有,26000,300,,0.0,0,續租案件；,RPVNMLRLJIKGFHF76CC,整棟(戶)出租,無,1141218~1151217,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
中和區,租賃房屋,新北市中和區枋寮街１３號２樓,0.0,,,,1141125,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670918,18.67,4,0,4,有,無,有,9500,509,,0.0,0,承租 B房租金總額含水費；網路費；其他MOD；,RPROMLRLJIKGFHF09CC,分租套房,無,1141125~1151209,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
永和區,租賃房屋,新北市永和區永寧街６２巷５號５樓,0.0,,,,1141126,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730312,57.99,4,2,2,有,無,有,24000,414,,0.0,0,承租 A房多人共同承租2；租金總額含水費；,RPSOMLRLJIKGFHF56CC,分租套房,無,1141126~1151209,無,冷氣、熱水器、洗衣機、電視機、冰箱,
永和區,租賃房屋,新北市永和區民享街２３巷９號,0.0,,,,1141121,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0620718,58.59,3,2,1,有,無,無,15000,256,,0.0,0,續租案件；,RPWOMLRLJIKGFHF96CC,整棟(戶)出租,無,1150207~1160206,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
中和區,租賃房屋,新北市中和區中山路二段３３號四樓之九,0.0,,,,1141121,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,0880906,32.25,1,0,1,有,有,有,14700,456,,0.0,0,另有管理費300元，由承租人負擔。,RPOPMLRLJIKGFHF88CC,獨立套房,有,1141212~1151211,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
永和區,租賃房屋,新北市永和區環河西路二段２３５號８樓之５,0.0,,,,1141121,土地0建物1車位0,八層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880530,111.61,3,2,2,有,有,有,31500,282,,0.0,0,續租案件；,RPPPMLRLJIKGFHF98CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
中和區,租賃房屋,新北市中和區景安路１２０號五樓,0.0,,,,1141121,土地0建物1車位0,五層,23,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070810,142.01999999999998,3,2,2,有,有,無,45800,322,,0.0,0,,RPVPMLRLJIKGFHF96CC,整棟(戶)出租,有,1141125~1151204,有,冷氣、熱水器、瓦斯或天然氣,一般轉租
三峽區,租賃房屋,新北市三峽區民權街２１３號四樓之２,0.0,,,,1141123,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870106,126.35,3,2,2,有,有,有,19900,157,,0.0,0,管理費每個月3000元不包含在租金內,RPQNMLRLJIKGFIF98CC,整棟(戶)出租,有,1141201~1171130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
樹林區,租賃房屋,新北市樹林區文化街２５巷３２號二樓,0.0,,,,1141126,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790811,115.22,3,2,2,有,無,有,25000,217,,0.0,0,,RPWNMLRLJIKGFIF96CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、電視機、瓦斯或天然氣,社會住宅代管
三峽區,租賃房屋,新北市三峽區長泰街５７號七樓之三,0.0,,,,1141127,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971016,44.7,2,1,1,有,有,有,17100,383,,0.0,0,管理費400元，水電費 瓦斯費 由承租人負擔,RPXNMLRLJIKGFIF07CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
樹林區,租賃房屋,新北市樹林區學勤路２４２號１８樓,0.0,,,,1141124,土地0建物1車位0,十八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,87.07,2,1,1,有,有,有,26000,299,,0.0,0,管理費：2000元，租金不含管理費，由承租人負擔。,RPOOMLRLJIKGFIF88CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
樹林區,租賃房屋,新北市樹林區後站街３巷１６號十一樓,0.0,,,,1141121,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860607,98.48,2,2,2,有,有,有,17100,174,,0.0,0,續租案件；,RPPOMLRLJIKGFIF98CC,整棟(戶)出租,有,1141201~1151130,有,熱水器、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區莊敬路２２０巷４８號二樓,0.0,,,,1141125,土地0建物0車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890124,21.0,5,2,2,有,有,有,13800,657,,0.0,0,,RPPNMLSLJIKGFAF18CC,分租雅房,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
板橋區,租賃房屋,新北市板橋區漢生東路７３巷７號四樓,0.0,,,,1141122,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740130,92.01,3,2,2,有,無,有,25000,272,,0.0,0,租金總額含網路費；其他第四台；,RPSNMLSLJIKGFAF48CC,整棟(戶)出租,無,1141205~1151204,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、有線電視、網路,社會住宅代管
板橋區,租賃房屋,新北市板橋區中正路１８３巷１１弄４號二樓,0.0,,,,1141122,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680105,12.0,4,1,1,有,無,有,13800,1150,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPTNMLSLJIKGFAF58CC,分租雅房,無,1141123~1160630,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
板橋區,租賃房屋,新北市板橋區中正路１８３巷１１弄４號二樓,0.0,,,,1141122,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680105,9.99,4,1,1,有,無,有,11800,1181,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPUNMLSLJIKGFAF68CC,分租雅房,無,1141201~1160630,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
土城區,租賃房屋,新北市土城區三民路２３巷７號三樓,0.0,,,,1141127,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680616,52.84,4,1,1,有,無,無,15000,284,,0.0,0,續租案件；,RPVNMLSLJIKGFAF78CC,整棟(戶)出租,無,1141201~1151130,無,熱水器、瓦斯或天然氣,社會住宅代管
土城區,租賃房屋,新北市土城區學府路一段１６６號十二樓,0.0,,,,1141127,土地0建物1車位0,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840802,104.09,2,2,1,有,有,有,22000,211,,0.0,0,管理費每個月730元不包含在租金內。,RPWNMLSLJIKGFAF88CC,整棟(戶)出租,有,1141201~1171130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區銘傳街４１號四樓,0.0,,,,1141125,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,64.1,2,2,1,有,無,有,18000,281,,0.0,0,管理費元，水電費 瓦斯費 由承租人負擔,RPXNMLSLJIKGFAF98CC,整棟(戶)出租,無,1141210~1151209,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
土城區,租賃房屋,新北市土城區學府路一段１８９巷９號五樓,0.0,,,,1141128,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741015,97.23,3,2,1,有,無,無,20000,206,,0.0,0,水、電由承租人負擔續租案件；,RPQOMLSLJIKGFAF38CC,整棟(戶)出租,無,1141208~1151207,無,冷氣、熱水器,社會住宅代管
板橋區,租賃房屋,新北市板橋區自強新村４３之１號５樓,0.0,,,,1141128,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690805,97.25,3,2,2,有,有,有,21800,224,,0.0,0,管理費：500元，租金不含管理費，由承租人負擔。,RPVOMLSLJIKGFAF88CC,整棟(戶)出租,無,1141201~1171130,無,冷氣、熱水器,社會住宅代管
新莊區,租賃房屋+車位,新北市新莊區頭成街３６號,475.17,工,,,1141127,土地1建物4車位9,見其他登記事項,6,廠辦,工場（廠）,鋼筋混凝土造,1101105,1819.27,0,0,0,無,無,無,472500,260,升降機械,325.09,0,租金總額含稅；含增建或未登記建物；,RPPNMLSLJIKGFBF28CC,,無,1150501~1210430,有,,
新莊區,租賃房屋,新北市新莊區自強街２３巷７號３樓,0.0,,,,1141126,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0651013,73.6,2,1,2,有,無,有,22000,299,,0.0,0,,RPSNMLSLJIKGFBF58CC,整棟(戶)出租,無,1141201~1151130,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租
五股區,租賃房屋+車位,新北市五股區新五路三段１５３號五樓,0.0,,,,1141127,土地0建物1車位1,五層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060721,134.11,3,2,2,有,有,有,25900,205,坡道平面,22.66,3000,每個月管理費2100元由承租人負擔,RPTNMLSLJIKGFBF68CC,整棟(戶)出租,有,1141205~1151204,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區富貴路１２３號３樓之３,0.0,,,,1141127,土地0建物1車位0,三層,21,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,1121020,89.4,2,1,1,有,有,有,23000,257,,0.0,0,管理費1965元由承租人負擔。,RPUNMLSLJIKGFBF78CC,整棟(戶)出租,有,1141127~1151126,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
林口區,租賃房屋+車位,新北市林口區文化二路一段３９７號９樓,0.0,,,,1141126,土地0建物1車位2,九層,30,辦公商業大樓,事務所及工商服務業,鋼骨構造,1140516,354.79,0,0,0,無,有,無,147912,417,坡道平面,59.5,0,租金總額含稅；,RPVNMLSLJIKGFBF88CC,,有,1150120~1180119,有,,
新莊區,租賃房屋,新北市新莊區萬安街１０２巷６號３樓,0.0,,,,1141125,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680717,77.76,2,2,1,有,無,有,18000,231,,0.0,0,,RPXNMLSLJIKGFBF09CC,整棟(戶)出租,無,1141201~1170531,無,冷氣、熱水器、洗衣機、電視機,社會住宅包租轉租
新店區,租賃房屋,新北市新店區寶中路６５巷２４號４樓,0.0,,,,1141121,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0630227,14.0,3,1,1,有,無,有,13500,964,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLSLJIKGFCF38CC,分租雅房,無,1141125~1160324,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
新店區,租賃房屋,新北市新店區寶安街四巷２號２樓,0.0,,,,1141125,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,8.0,4,1,1,有,無,有,12300,1538,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPQNMLSLJIKGFCF48CC,分租雅房,無,1141128~1160327,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
新店區,租賃房屋,新北市新店區中央路１５３號１９樓之１６,0.0,,,,1141125,土地0建物1車位0,十九層,29,住宅大樓(11層含以上有電梯),一般事務所,鋼骨構造、鋼筋混凝土構造,1011114,47.44,1,0,1,有,有,有,21000,443,,0.0,0,,RPSNMLSLJIKGFCF68CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
新店區,租賃房屋,新北市新店區環河路６６號８樓,0.0,,,,1141121,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850422,152.92,2,2,2,有,有,有,28000,183,,0.0,0,未租賃車位，建物登記含有車位面積；續租案件；,RPTNMLSLJIKGFCF78CC,整棟(戶)出租,有,1141210~1151209,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
汐止區,租賃房屋,新北市汐止區福德二路６９之１號３樓,0.0,,,,1141127,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,112.68,2,2,2,有,有,無,29000,257,,0.0,0,管理費3750元由承租人負擔,RPRNMLSLJIKGFDF68CC,整棟(戶)出租,有,1141205~1171204,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,
汐止區,租賃房屋,新北市汐止區大同路三段６２１號３樓之６,0.0,,,,1141128,土地0建物1車位0,三層,32,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,97.38,2,2,2,有,有,無,20500,211,,0.0,0,,RPWNMLSLJIKGFDF56CC,整棟(戶)出租,有,1141205~1161204,有,冷氣、熱水器、瓦斯或天然氣,
汐止區,租賃房屋,新北市汐止區中興路１６８號１１樓,0.0,,,,1141126,土地0建物1車位0,十一層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0870403,113.46,2,2,2,有,有,無,8000,71,,0.0,0,管理費：2230元，租金不含管理費，由承租人負擔。續租案件；,RPOOMLSLJIKGFDF48CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機,社會住宅包租轉租
淡水區,租賃房屋+車位,新北市淡水區沙崙路一段４１號５樓,0.0,,,,1141125,土地0建物1車位1,五層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,132.27,3,2,2,有,有,有,24753,187,坡道平面,26.13,0,多人共同承租4；,RPPNMLSLJIKGFEF58CC,整棟(戶)出租,有,1141218~1151217,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
淡水區,租賃房屋+車位,新北市淡水區新市二路二段３６號１３樓,0.0,,,,1141127,土地0建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227,128.03,2,2,1,有,有,有,18964,148,坡道平面,29.76,0,,RPRNMLSLJIKGFEF78CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
淡水區,租賃房屋,新北市淡水區淡金路２３號５樓之３,0.0,,,,1141127,土地0建物1車位0,五層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970909,28.87,1,0,1,有,有,有,16000,554,,0.0,0,不菸,RPUNMLSLJIKGFEF09CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,
淡水區,租賃房屋,新北市淡水區自強路１１０之１１號,0.0,,,,1141126,土地0建物1車位0,一層,11,其他,店鋪,鋼筋混凝土造,1130902,73.78,0,0,1,有,有,無,26000,352,,0.0,0,租金總額含稅；管理費；,RPXNMLSLJIKGFEF76CC,,有,1141216~1161215,有,冷氣,
蘆洲區,租賃房屋+車位,新北市蘆洲區中興街９５號十樓之二,0.0,,,,1141126,土地0建物1車位1,十層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090115,67.63,2,1,1,有,有,有,30000,444,坡道平面,0.0,0,續租案件；,RPPNMLSLJIKGFGF78CC,整棟(戶)出租,有,1141215~1151214,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般代管
蘆洲區,租賃房屋,新北市蘆洲區九芎街３９號６樓,0.0,,,,1141123,土地0建物0車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800911,18.12,5,1,2,有,無,有,13800,762,,0.0,0,租金總額含網路費；租賃建物部分範圍，且未計入共有部分面積；,RPRNMLSLJIKGFGF98CC,分租雅房,無,1141201~1160630,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路,一般轉租
三重區,租賃房屋,新北市三重區興德路６８號１０樓,0.0,,,,1141123,土地0建物1車位0,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1111201,139.14,2,1,1,有,有,有,28000,201,,0.0,0,管理費每個月4200元不包含在租金內未租賃車位，建物登記含有車位面積；續租案件；,RPTNMLSLJIKGFGF56CC,整棟(戶)出租,有,1150105~1160104,有,冷氣、熱水器,社會住宅代管
三重區,租賃房屋,新北市三重區中正南路２４號四樓,0.0,,,,1141126,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710629,37.26,2,1,1,有,無,有,12000,322,,0.0,0,水電費由承租人負擔續租案件；,RPVNMLSLJIKGFGF76CC,整棟(戶)出租,無,1141225~1151224,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區仁愛街２９８之１號十三樓,0.0,,,,1141123,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960209,91.47,2,2,1,有,有,有,23000,251,,0.0,0,,RPWNMLSLJIKGFGF86CC,整棟(戶)出租,有,1141201~1151201,有,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣、有線電視、網路,
三重區,租賃房屋,新北市三重區重新路三段１５０號１５樓之３,0.0,,,,1141125,土地0建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1031226,62.379999999999995,1,0,1,有,有,有,25000,401,,0.0,0,,RPXNMLSLJIKGFGF96CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
三重區,租賃房屋,新北市三重區重新路三段１５０號１６樓之７,0.0,,,,1141125,土地0建物1車位0,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1031226,62.379999999999995,1,0,1,有,有,有,25000,401,,0.0,0,,RPOOMLSLJIKGFGF78CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機、冰箱,一般轉租
三重區,租賃房屋,新北市三重區重新路三段１５０號１８樓,0.0,,,,1141125,土地0建物1車位0,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1031226,110.94,1,0,1,有,有,有,25000,225,,0.0,0,未租賃車位，建物登記含有車位面積；,RPPOMLSLJIKGFGF88CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、洗衣機,一般轉租
蘆洲區,租賃房屋,新北市蘆洲區長安街１２３號３樓,0.0,,,,1141121,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800419,159.56,3,2,2,有,有,無,24500,154,,0.0,0,續租案件；,RPROMLSLJIKGFGF09CC,整棟(戶)出租,無,1141130~1151129,有,熱水器、瓦斯或天然氣,社會住宅代管
蘆洲區,租賃房屋,新北市蘆洲區長安街１２３號２樓,0.0,,,,1141121,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800419,159.56,3,2,2,有,有,無,24500,154,,0.0,0,續租案件；,RPSOMLSLJIKGFGF56CC,整棟(戶)出租,無,1141223~1151222,有,熱水器、瓦斯或天然氣,社會住宅代管
中和區,租賃房屋,新北市中和區景新街３４２號十二樓之三,0.0,,,,1141127,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881022,107.33,3,2,2,有,有,無,20000,186,,0.0,0,管理費1950元，水電費 瓦斯費 由承租人負擔續租案件；,RPOOMLSLJIKGFHF88CC,整棟(戶)出租,有,1141201~1151130,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
三峽區,租賃房屋,新北市三峽區民生街１４６巷２號三樓,0.0,,,,1141128,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740404,97.7,3,2,2,有,無,有,8000,82,,0.0,0,水、電由承租人負擔續租案件；,RPTNMLSLJIKGFIF76CC,整棟(戶)出租,無,1150101~1151231,無,冷氣、熱水器、洗衣機、電視機,社會住宅代管
